L1_code,L1_name,L2_code,L2_name,L3_code,L3_name,L4_code,L4_name,address,lat,lng,ne_lat,ne_lng,sw_lat,sw_lng
28,Telangana,532,Adilabad,4319,Asifabad ,569522,Ada - Dasnapur,Ada - Dasnapur  Telangana 504294  India,19.3331,79.1788,19.3353,79.1903,19.3284,79.1729
28,Telangana,532,Adilabad,4319,Asifabad ,569523,Sirasgaon,,,,,,,
28,Telangana,532,Adilabad,4319,Asifabad ,569524,Wadigondi,Wadigondi  Telangana 504294  India,19.3266,79.1675,19.3325,79.1746,19.3141,79.1466
28,Telangana,532,Adilabad,4319,Asifabad ,569525,Mowad,Mowad  Telangana 504294  India,19.3359,79.152,19.3457,79.1731,19.3207,79.1402
28,Telangana,532,Adilabad,4319,Asifabad ,569526,Siryan Mowad,Siryan Mowad  Telangana  India,19.329,79.1351,19.3421,79.1532,19.3134,79.1264
28,Telangana,532,Adilabad,4319,Asifabad ,569527,Balahanpur,Balahanpur  Telangana  India,19.319,79.1153,19.3372,79.1422,19.2891,79.0883
28,Telangana,532,Adilabad,4319,Asifabad ,569528,Temrianmovad,Temrianmovad  Telangana 504294  India,19.3055,79.1351,19.3134,79.1461,19.2977,79.126
28,Telangana,532,Adilabad,4319,Asifabad ,569529,Kowdianmovad,Kowdianmovad  Telangana 504294  India,19.2948,79.152,19.3166,79.1699,19.2738,79.138
28,Telangana,532,Adilabad,4319,Asifabad ,569530,Suddha Ghat,Suddha Ghat  Telangana 504294  India,19.3017,79.169,19.31,79.1816,19.2873,79.1554
28,Telangana,532,Adilabad,4319,Asifabad ,569531,Devadurgam,Devadurgam  Telangana 504294  India,19.2781,79.2169,19.3028,79.2371,19.265,79.193
28,Telangana,532,Adilabad,4319,Asifabad ,569532,Chirrakunta,Chirrakunta  Telangana 504294  India,19.3095,79.2627,19.3132,79.2664,19.3068,79.2588
28,Telangana,532,Adilabad,4319,Asifabad ,569533,Padibonda,Padibonda  Telangana  India,19.2671,79.268,19.2755,79.2694,19.2652,79.2543
28,Telangana,532,Adilabad,4319,Asifabad ,569534,Danaboinapeta,Danaboinapeta  Telangana  India,19.2656,79.2699,19.2663,79.2709,19.2648,79.2689
28,Telangana,532,Adilabad,4319,Asifabad ,569535,Mondepalle,,,,,,,
28,Telangana,532,Adilabad,4319,Asifabad ,569536,Routsankepalle,Routsankepalle  Telangana  India,19.2613,79.3297,19.2987,79.3479,19.218,79.2971
28,Telangana,532,Adilabad,4319,Asifabad ,569537,Perasnambal,Perasnambal  Telangana 504292  India,19.2602,79.3606,19.2855,79.3706,19.2346,79.3463
28,Telangana,532,Adilabad,4319,Asifabad ,569538,Addaghat,Addaghat  Telangana  India,19.2419,79.3494,19.2592,79.3612,19.2343,79.3359
28,Telangana,532,Adilabad,4319,Asifabad ,569539,Asifabad (CT),Adilabad-Asifabad Rd  Telangana 504293  India,19.4389,79.1339,19.4499,79.2505,19.4026,79.0552
28,Telangana,532,Adilabad,4320,Jainoor,569540,Ashapalle,Ashapalle  Telangana  India,19.4226,78.8892,19.4429,78.9343,19.4057,78.8584
28,Telangana,532,Adilabad,4320,Jainoor,569541,Jendaguda,,,,,,,
28,Telangana,532,Adilabad,4320,Jainoor,569542,Patnapur,Patnapur  Telangana  India,19.4599,78.9232,19.4784,78.9352,19.4372,78.8854
28,Telangana,532,Adilabad,4320,Jainoor,569543,Gudamamda,Adilabad-Asifabad Rd  Telangana  India,19.43,78.9836,19.4442,79.0085,19.409,78.9693
28,Telangana,532,Adilabad,4320,Jainoor,569544,Addesar,Addesar  Telangana 504313  India,19.453,79.0023,19.469,79.0295,19.4184,78.9639
28,Telangana,532,Adilabad,4320,Jainoor,569545,Bhusimatta,Bhusimatta  Telangana 504313  India,19.4178,79.0023,19.4371,79.0452,19.402,78.9728
28,Telangana,532,Adilabad,4320,Jainoor,569546,Rasimatta,Rasimatta  Telangana 504313  India,19.3937,78.991,19.409,79.0188,19.3764,78.9701
28,Telangana,532,Adilabad,4320,Jainoor,569547,Daboli,Daboli  Telangana 504313  India,19.4144,78.9458,19.4325,78.9762,19.3856,78.9173
28,Telangana,532,Adilabad,4320,Jainoor,569548,Lendiguda,Lendiguda  Telangana 504313  India,19.3895,78.9232,19.4148,78.9337,19.3778,78.9079
28,Telangana,532,Adilabad,4320,Jainoor,569549,Ushegaon,Ushegaon  Telangana  India,19.3978,78.8666,19.4222,78.9095,19.3617,78.8105
28,Telangana,532,Adilabad,4320,Jainoor,569550,Jamgaom,,,,,,,
28,Telangana,532,Adilabad,4320,Jainoor,569551,Shivanur,Shivanur  Telangana  India,19.3598,78.8694,19.3782,78.892,19.3418,78.8476
28,Telangana,532,Adilabad,4320,Jainoor,569552,Marlawai,Marlawai  Telangana 504313  India,19.3302,78.9118,19.3544,78.9297,19.3217,78.8854
28,Telangana,532,Adilabad,4320,Jainoor,569553,Dubbaguda,Dubbaguda  Telangana 504313  India,19.3671,78.892,19.3749,78.9052,19.3518,78.8768
28,Telangana,532,Adilabad,4320,Jainoor,569554,Powerguda,Powerguda  Telangana 504313  India,19.3698,78.9373,19.3876,78.9488,19.3542,78.9219
28,Telangana,532,Adilabad,4320,Jainoor,569555,Jamni,Jamni  Telangana 504313  India,19.3767,78.9543,19.3874,78.9642,19.3675,78.9416
28,Telangana,532,Adilabad,4320,Jainoor,569556,Polasa,Polasa  Telangana 504313  India,19.3723,78.9769,19.3866,78.9962,19.3616,78.9589
28,Telangana,532,Adilabad,4320,Jainoor,569557,Jainoor (CT),Adilabad-Asifabad Rd  Jainoor  Telangana 504313  India,19.3751,78.9075,19.377,78.9187,19.3745,78.8968
28,Telangana,532,Adilabad,4321,Utnoor,569558,Chintakarra,Chintakarra  Telangana 504346  India,19.5024,78.7108,19.5139,78.7257,19.4939,78.6952
28,Telangana,532,Adilabad,4321,Utnoor,569559,Narsapur (Buzurg),,,,,,,
28,Telangana,532,Adilabad,4321,Utnoor,569560,Ghatti,,,,,,,
28,Telangana,532,Adilabad,4321,Utnoor,569561,Wadoni,Wadoni  Telangana  India,19.4591,78.7675,19.4713,78.778,19.4451,78.7585
28,Telangana,532,Adilabad,4321,Utnoor,569562,Chandur,Chandur  Telangana 504311  India,19.4522,78.7986,19.4694,78.8214,19.4264,78.7724
28,Telangana,532,Adilabad,4321,Utnoor,569563,Hasnapur,Hasnapur  Telangana 504311  India,19.4177,78.8099,19.4347,78.8389,19.3903,78.7693
28,Telangana,532,Adilabad,4321,Utnoor,569564,Yenka,Yenka  Telangana  India,19.4356,78.7675,19.4478,78.7793,19.4277,78.7526
28,Telangana,532,Adilabad,4321,Utnoor,569565,Umri,Umri  Telangana  India,19.4494,78.7533,19.4707,78.7634,19.4348,78.7393
28,Telangana,532,Adilabad,4321,Utnoor,569566,Narsapur (Khurd),,,,,,,
28,Telangana,532,Adilabad,4321,Utnoor,569567,Sakhera,Sakhera  Telangana 504346  India,19.4817,78.7079,19.4956,78.7198,19.4631,78.6977
28,Telangana,532,Adilabad,4321,Utnoor,569568,Andholi,Andholi  Telangana 504346  India,19.4603,78.6938,19.4739,78.7074,19.4524,78.6818
28,Telangana,532,Adilabad,4321,Utnoor,569569,Pulimadgu,Pulimadgu  Telangana 504346  India,19.4546,78.7046,19.4647,78.7199,19.4416,78.6991
28,Telangana,532,Adilabad,4321,Utnoor,569570,Yenda,,,,,,,
28,Telangana,532,Adilabad,4321,Utnoor,569571,Shampur,Shampur  Telangana  India,19.4252,78.742,19.435,78.7564,19.4112,78.7195
28,Telangana,532,Adilabad,4321,Utnoor,569572,Salewada (Buzurg),Salewada Buzurg  Telangana 504346  India,19.4324,78.7164,19.4424,78.7358,19.42,78.7009
28,Telangana,532,Adilabad,4321,Utnoor,569573,Salewada (Khurd),,,,,,,
28,Telangana,532,Adilabad,4321,Utnoor,569574,Kopergadh,Kopergadh  Telangana 504346  India,19.4482,78.6881,19.4557,78.7,19.4413,78.6819
28,Telangana,532,Adilabad,4321,Utnoor,569575,Wadgalpur (Khurd),Wadgalpur Khurd  Telangana 504346  India,19.4365,78.6881,19.4422,78.6967,19.4239,78.6828
28,Telangana,532,Adilabad,4321,Utnoor,569576,Wadgalpur (Buzurg),,,,,,,
28,Telangana,532,Adilabad,4321,Utnoor,569577,Tandra,Tandra  Telangana  India,19.4107,78.6966,19.4298,78.7241,19.3899,78.6801
28,Telangana,532,Adilabad,4321,Utnoor,569578,Luxettipet,Luxettipet  Telangana  India,19.4018,78.742,19.4185,78.7612,19.3802,78.7219
28,Telangana,532,Adilabad,4321,Utnoor,569579,Nagapur,Nagapur  Telangana 504311  India,19.4118,78.7618,19.4301,78.7736,19.3881,78.7404
28,Telangana,532,Adilabad,4321,Utnoor,569580,Heerapur - J,Heerapur - J  Telangana  India,19.308,78.742,19.3523,78.7725,19.2752,78.7211
28,Telangana,532,Adilabad,4321,Utnoor,569581,Ramlingampet,Ramlingampet  Telangana 504311  India,19.4025,78.7774,19.4102,78.7835,19.3972,78.7655
28,Telangana,532,Adilabad,4321,Utnoor,569582,Durgapur,Durgapur  Telangana 504311  India,19.4001,78.7859,19.4062,78.7935,19.3951,78.7792
28,Telangana,532,Adilabad,4321,Utnoor,569583,Rampur (Khurd),Rampur Khurd  Telangana 504311  India,19.3967,78.8015,19.4016,78.8163,19.3894,78.7904
28,Telangana,532,Adilabad,4321,Utnoor,569584,Lakkaram,Lakkaram  Telangana 504311  India,19.3818,78.7986,19.3938,78.8241,19.3664,78.7858
28,Telangana,532,Adilabad,4321,Utnoor,569585,Gangamapet,Gangamapet  Telangana 504311  India,19.3666,78.7901,19.3728,78.8126,19.3535,78.7723
28,Telangana,532,Adilabad,4321,Utnoor,569586,Gangapur,Gangapur  Telangana 504311  India,19.3811,78.7632,19.3881,78.7704,19.3737,78.7549
28,Telangana,532,Adilabad,4321,Utnoor,569587,Kamnipet,Kamnipet  Telangana 504311  India,19.3775,78.7519,19.3832,78.7586,19.3713,78.743
28,Telangana,532,Adilabad,4321,Utnoor,569588,Heerapur,,,,,,,
28,Telangana,532,Adilabad,4321,Utnoor,569589,Tejapur - J,Tejapur - J  Telangana 504311  India,19.3218,78.776,19.3542,78.7993,19.2972,78.7587
28,Telangana,532,Adilabad,4321,Utnoor,569590,Danthanpalle,Telangana 504311  India,19.3639,78.793,19.558,78.9568,19.2306,78.5897
28,Telangana,532,Adilabad,4321,Utnoor,569591,Ghanpur,Ghanpur  Telangana  India,19.3494,78.8439,19.3818,78.8857,19.3194,78.8096
28,Telangana,532,Adilabad,4321,Utnoor,569592,Narsapur (New),Narsapur New  Telangana  India,19.3046,78.8779,19.3418,78.8995,19.2793,78.8549
28,Telangana,532,Adilabad,4321,Utnoor,569593,Bhupet,Bhupet  Telangana 504311  India,19.2936,78.8411,19.3108,78.8518,19.276,78.8313
28,Telangana,532,Adilabad,4321,Utnoor,569594,Balampur,Balampur  Telangana 504311  India,19.2973,78.8071,19.3105,78.8187,19.29,78.7993
28,Telangana,532,Adilabad,4321,Utnoor,569595,Birsaipet,Birsaipet  Telangana 504311  India,19.2882,78.8135,19.2925,78.8166,19.284,78.8099
28,Telangana,532,Adilabad,4321,Utnoor,569596,Utnur (CT),Utnur Rd  Telangana 504311  India,19.3504,78.7938,19.4016,78.8208,19.276,78.7546
28,Telangana,532,Adilabad,4322,Ichoda,569597,Adegaon (Khurd),,,,,,,
28,Telangana,532,Adilabad,4322,Ichoda,569598,Gubba,Gubba  Telangana 504307  India,19.4562,78.4439,19.4736,78.4598,19.4423,78.434
28,Telangana,532,Adilabad,4322,Ichoda,569599,Junni,Junni  Telangana 504307  India,19.4659,78.4581,19.4744,78.4749,19.4526,78.4461
28,Telangana,532,Adilabad,4322,Ichoda,569600,Babuldhole,,,,,,,
28,Telangana,532,Adilabad,4322,Ichoda,569601,Boregaon,Boregaon  Telangana 504307  India,19.4529,78.4837,19.4702,78.4941,19.4394,78.4723
28,Telangana,532,Adilabad,4322,Ichoda,569602,Kamgir,Kamgir  Telangana  India,19.4571,78.5036,19.4656,78.5133,19.4382,78.4914
28,Telangana,532,Adilabad,4322,Ichoda,569603,Ponna,Ponna  Telangana 504308  India,19.4392,78.5221,19.4435,78.5264,19.4336,78.5175
28,Telangana,532,Adilabad,4322,Ichoda,569604,Sunkidi,Wankidi Bus Stop  1  Nirmal Rd  Bandemregad  Telangana 504323  India,19.2288,78.3943,,,,
28,Telangana,532,Adilabad,4322,Ichoda,569605,Sirikonda,Sirikonda - Beersaani Rd  Beersani  Telangana 505425  India,18.8606,79.122,18.8613,79.1348,18.8576,79.1098
28,Telangana,532,Adilabad,4322,Ichoda,569606,Heerapur,Adilabad-Asifabad Rd  Heerapur  Telangana 504311  India,19.4073,78.7715,19.411,78.7822,19.4036,78.7609
28,Telangana,532,Adilabad,4322,Ichoda,569607,Soanpalle,Soanpalle  Telangana  India,19.4048,78.5576,19.4201,78.5704,19.3935,78.5438
28,Telangana,532,Adilabad,4322,Ichoda,569608,Dhoba (Buzurg),,,,,,,
28,Telangana,532,Adilabad,4322,Ichoda,569609,Talamadri,Talamadri  Telangana  India,19.414,78.5178,19.4232,78.5289,19.4025,78.4983
28,Telangana,532,Adilabad,4322,Ichoda,569610,Madapur,Madapur  Telangana  India,19.4301,78.4951,19.4427,78.5103,19.4106,78.4739
28,Telangana,532,Adilabad,4322,Ichoda,569611,Jamidi,Jamidi  Telangana 504307  India,19.4225,78.4667,19.4362,78.479,19.4067,78.4531
28,Telangana,532,Adilabad,4322,Ichoda,569612,Adegaon (Buzurg),Adegaon Buzurg  Telangana 504307  India,19.4093,78.4439,19.4207,78.4554,19.401,78.4326
28,Telangana,532,Adilabad,4322,Ichoda,569613,Girjam,Girjam  Telangana 504307  India,19.4111,78.4724,19.4275,78.4901,19.4005,78.4538
28,Telangana,532,Adilabad,4322,Ichoda,569614,Chincholi,Chincholi  Telangana 504307  India,19.4005,78.4894,19.4121,78.4999,19.3818,78.4755
28,Telangana,532,Adilabad,4322,Ichoda,569615,Navagaon,Navagaon  Telangana 504307  India,19.3964,78.5178,19.4084,78.524,19.3896,78.497
28,Telangana,532,Adilabad,4322,Ichoda,569616,Dhaba Khurd,Dhaba Khurd  Telangana  India,19.3917,78.5349,19.4009,78.5452,19.3831,78.5204
28,Telangana,532,Adilabad,4322,Ichoda,569617,Salyada,Salyada  Telangana 504203  India,19.3748,78.5462,19.3891,78.5761,19.3588,78.5212
28,Telangana,532,Adilabad,4322,Ichoda,569618,Malyal,Malyal  Telangana  India,19.3867,78.5036,19.3986,78.5256,19.3731,78.4936
28,Telangana,532,Adilabad,4322,Ichoda,569619,Mankapur,Mankapur  Telangana 504307  India,19.3661,78.5008,19.3801,78.5116,19.3489,78.4861
28,Telangana,532,Adilabad,4322,Ichoda,569620,Dharmapuri,Beerpur - Dharmapuri Rd  Telangana 505454  India,18.9882,79.0299,18.9954,79.0583,18.9717,78.9982
28,Telangana,532,Adilabad,4322,Ichoda,569621,Jalda,Jalda  Telangana 504307  India,19.3932,78.4667,19.402,78.4772,19.3838,78.4519
28,Telangana,532,Adilabad,4322,Ichoda,569622,Kokasmannar,Kokasmannar  Telangana 504307  India,19.3941,78.4354,19.4085,78.4577,19.3757,78.4041
28,Telangana,532,Adilabad,4322,Ichoda,569623,Makhra (Buzurg),Makhra Buzurg  Telangana 504307  India,19.3686,78.4496,19.3838,78.4611,19.3617,78.4315
28,Telangana,532,Adilabad,4322,Ichoda,569624,Makhra (Khurd),,,,,,,
28,Telangana,532,Adilabad,4322,Ichoda,569625,Gundi,Gundi  Telangana 504307  India,19.3632,78.4795,19.3696,78.4877,19.3557,78.4725
28,Telangana,532,Adilabad,4322,Ichoda,569626,Keshapatnam,Keshapatnam  Telangana  India,19.3509,78.4922,19.3614,78.5061,19.3373,78.4712
28,Telangana,532,Adilabad,4322,Ichoda,569627,Narsapur,Narsapur  Telangana  India,19.353,78.5263,19.3763,78.5479,19.3364,78.5064
28,Telangana,532,Adilabad,4322,Ichoda,569628,Gundala,Kuntala Waterfalls Rd  Telangana  India,19.2966,78.4547,19.3079,78.5016,19.2838,78.408
28,Telangana,532,Adilabad,4322,Ichoda,569629,Neradigonda,Neradigonda  Telangana 504203  India,19.3332,78.5831,19.3661,78.6075,19.3098,78.5586
28,Telangana,532,Adilabad,4322,Ichoda,569630,Lingapur,Lingapur  Telangana 504310  India,19.1283,78.4922,19.1533,78.506,19.0825,78.4747
28,Telangana,532,Adilabad,4322,Ichoda,569631,Gaidpalle,Gaidpalle  Telangana  India,19.3378,78.5178,19.352,78.5314,19.3208,78.5052
28,Telangana,532,Adilabad,4322,Ichoda,569632,Gandiwagu,Gandiwagu  Telangana 504203  India,19.3274,78.4922,19.3398,78.5104,19.3136,78.4793
28,Telangana,532,Adilabad,4322,Ichoda,569633,Babjepet,Babjepet  Telangana 504203  India,19.2937,78.515,19.3139,78.5699,19.2631,78.5002
28,Telangana,532,Adilabad,4322,Ichoda,569634,Jogipet,Jogipet  Telangana 504203  India,19.3069,78.5377,19.3244,78.5552,19.2781,78.5062
28,Telangana,532,Adilabad,4322,Ichoda,569635,Sirichalma,Sirichalma  Telangana 504203  India,19.3111,78.5576,19.3232,78.5679,19.3,78.5437
28,Telangana,532,Adilabad,4322,Ichoda,569636,Narayanapur,Narayanapur  Telangana 504203  India,19.3011,78.586,19.308,78.6084,19.2928,78.5721
28,Telangana,532,Adilabad,4322,Ichoda,569637,Neradigonda (K),,,,,,,
28,Telangana,532,Adilabad,4322,Ichoda,569638,Ichoda (CT),Ichoda Main Rd  Ichoda  Telangana 504307  India,19.4303,78.4535,19.4399,78.4607,19.419,78.451
28,Telangana,532,Adilabad,4323,Bazarhathnoor,569639,Umarda (Buzurg),Umarda Buzurg  Andhra Pradesh  India,19.5625,78.3216,19.5825,78.376,19.5268,78.2745
28,Telangana,532,Adilabad,4323,Bazarhathnoor,569640,Girjai,Girjai  Telangana 504308  India,19.5429,78.3359,19.554,78.3495,19.5274,78.3152
28,Telangana,532,Adilabad,4323,Bazarhathnoor,569641,Bhutai (Khurd),Bhutai Khurd  Telangana  India,19.525,78.3302,19.5397,78.3433,19.5133,78.3149
28,Telangana,532,Adilabad,4323,Bazarhathnoor,569642,Dhabadi,,,,,,,
28,Telangana,532,Adilabad,4323,Bazarhathnoor,569643,Gokonda,Gokonda  Telangana 504308  India,19.5155,78.3643,19.5224,78.3805,19.5052,78.3505
28,Telangana,532,Adilabad,4323,Bazarhathnoor,569644,Yesapur,Yesapur  Telangana 504308  India,19.5127,78.3885,19.5216,78.404,19.5035,78.3765
28,Telangana,532,Adilabad,4323,Bazarhathnoor,569645,Morekhandi,Morekhandi  Telangana 504308  India,19.5311,78.3785,19.5518,78.4037,19.5148,78.3544
28,Telangana,532,Adilabad,4323,Bazarhathnoor,569646,Harkai,Harkai  Telangana 504308  India,19.5223,78.424,19.5433,78.4455,19.5007,78.3935
28,Telangana,532,Adilabad,4323,Bazarhathnoor,569647,Ananthapur,Ananthapur  Telangana  India,19.502,78.4269,19.5216,78.4456,19.4849,78.4037
28,Telangana,532,Adilabad,4323,Bazarhathnoor,569648,Kinnerpalle,Kinnerpalle  Telangana  India,19.4893,78.4581,19.5012,78.4723,19.4738,78.4439
28,Telangana,532,Adilabad,4323,Bazarhathnoor,569649,Dignoor,Dignoor  Telangana 504307  India,19.4761,78.4354,19.4863,78.4546,19.4501,78.4115
28,Telangana,532,Adilabad,4323,Bazarhathnoor,569650,Gangapur,,,,,,,
28,Telangana,532,Adilabad,4323,Bazarhathnoor,569651,Rampur,Rampur  Devapur  Telangana 504218  India,19.0354,79.3624,19.0365,79.3633,19.0348,79.3609
28,Telangana,532,Adilabad,4323,Bazarhathnoor,569652,Tembi,Tembi  Telangana  India,19.5005,78.4041,19.5209,78.4329,19.4821,78.3868
28,Telangana,532,Adilabad,4323,Bazarhathnoor,569653,Dharampuri,Dharampuri  Telangana 504307  India,19.3756,78.4787,19.3774,78.4812,19.374,78.4775
28,Telangana,532,Adilabad,4323,Bazarhathnoor,569654,Bhosra,Bhosra  Telangana 504307  India,19.4732,78.3899,19.4832,78.402,19.4573,78.3769
28,Telangana,532,Adilabad,4323,Bazarhathnoor,569655,Dehgaon,Dehgaon  Telangana  India,19.4714,78.3723,19.501,78.3828,19.4588,78.347
28,Telangana,532,Adilabad,4323,Bazarhathnoor,569656,Chintal Sangvi,Chintal Sangvi  Telangana  India,19.4975,78.3586,19.5098,78.3775,19.486,78.3376
28,Telangana,532,Adilabad,4323,Bazarhathnoor,569657,Bhutai (Buzurg),,,,,,,
28,Telangana,532,Adilabad,4323,Bazarhathnoor,569658,Mankapur (P),Mankapur P  Andhra Pradesh  India,19.5173,78.3017,19.5292,78.3103,19.5062,78.2896
28,Telangana,532,Adilabad,4323,Bazarhathnoor,569659,Jatarla,Jatarla  Andhra Pradesh  India,19.4895,78.3245,19.5069,78.3503,19.472,78.2973
28,Telangana,532,Adilabad,4323,Bazarhathnoor,569660,Bazarhatnur,Bazarhatnoor  Maharashtra 504304  India,19.4583,78.3522,19.4612,78.3557,19.4546,78.3484
28,Telangana,532,Adilabad,4323,Bazarhathnoor,569661,Kolhari,Kolhari  Andhra Pradesh  India,19.4481,78.3188,19.4597,78.3428,19.4394,78.2967
28,Telangana,532,Adilabad,4323,Bazarhathnoor,569662,Bandrev,Bandrev Thanda Bus Stop  Potia  Maharashtra 504323  India,19.2762,78.1844,,,,
28,Telangana,532,Adilabad,4323,Bazarhathnoor,569663,Balanpur,Balanpur  Telangana  India,19.4456,78.37,19.4599,78.3854,19.4283,78.3526
28,Telangana,532,Adilabad,4323,Bazarhathnoor,569664,Girnur,Girnur  Telangana 504307  India,19.4532,78.3984,19.4648,78.4127,19.4471,78.3802
28,Telangana,532,Adilabad,4323,Bazarhathnoor,569665,Pipri,Adilabad-Asifabad Rd  Pipri  Telangana 504293  India,19.4207,79.1917,19.4215,79.197,19.4202,79.1841
28,Telangana,532,Adilabad,4323,Bazarhathnoor,569666,Kandli,Kandli  Telangana 504307  India,19.4415,78.3984,19.4498,78.4094,19.4317,78.382
28,Telangana,532,Adilabad,4323,Bazarhathnoor,569667,Kankadurga,,,,,,,
28,Telangana,532,Adilabad,4323,Bazarhathnoor,569668,Mohada,Mohada  Telangana  India,19.4229,78.3814,19.4318,78.3995,19.41,78.3664
28,Telangana,532,Adilabad,4323,Bazarhathnoor,569669,Warthamanoor,Warthamanoor  Telangana 504307  India,19.4161,78.4127,19.4253,78.428,19.3955,78.3876
28,Telangana,532,Adilabad,4324,Boath,569670,Wajar,Wajar  Andhra Pradesh  India,19.3856,78.2134,19.4299,78.2266,19.3512,78.1702
28,Telangana,532,Adilabad,4324,Boath,569671,Chintalabori,Chintalabori  Telangana  India,19.412,78.259,19.436,78.2883,19.394,78.2229
28,Telangana,532,Adilabad,4324,Boath,569672,Ghanpur,Ghanpur  Andhra Pradesh  India,19.4424,78.2761,19.4608,78.306,19.4217,78.2544
28,Telangana,532,Adilabad,4324,Boath,569673,Sonala,Sonala  Maharashtra 504304  India,19.4179,78.3167,19.4213,78.3211,19.4145,78.311
28,Telangana,532,Adilabad,4324,Boath,569674,Kowtha (Khurd),,,,,,,
28,Telangana,532,Adilabad,4324,Boath,569675,Dera,,,,,,,
28,Telangana,532,Adilabad,4324,Boath,569676,Sangvi,Sangvi  Telangana  India,19.4022,78.3785,19.4135,78.4078,19.3875,78.3596
28,Telangana,532,Adilabad,4324,Boath,569677,Kowtha (Buzurg),Kowtha Buzurg  Telangana 504304  India,19.378,78.3672,19.3995,78.3905,19.3583,78.3427
28,Telangana,532,Adilabad,4324,Boath,569678,Sakhera,Sakhera  Telangana 504304  India,19.3906,78.3359,19.4153,78.3475,19.3754,78.321
28,Telangana,532,Adilabad,4324,Boath,569679,Tewiti,Tewiti  Telangana 504304  India,19.4009,78.3131,19.4069,78.3275,19.3937,78.3079
28,Telangana,532,Adilabad,4324,Boath,569680,Medi,,,,,,,
28,Telangana,532,Adilabad,4324,Boath,569681,Pardi (Buzurg),Pardi Buzurg  Telangana 504304  India,19.4056,78.296,19.4226,78.3094,19.3846,78.2863
28,Telangana,532,Adilabad,4324,Boath,569682,Pardi (Khurd),,,,,,,
28,Telangana,532,Adilabad,4324,Boath,569683,Gollapur,Gollapur  Telangana 504304  India,19.3831,78.2647,19.3967,78.2778,19.3704,78.2254
28,Telangana,532,Adilabad,4324,Boath,569684,Babera,Babera  Telangana  India,19.3582,78.2419,19.3785,78.2626,19.3308,78.2147
28,Telangana,532,Adilabad,4324,Boath,569685,Kantegaon,Kantegaon  Telangana 504304  India,19.3567,78.2191,19.3719,78.2277,19.3423,78.2004
28,Telangana,532,Adilabad,4324,Boath,569686,Nigini,Nigini  Andhra Pradesh  India,19.3325,78.2077,19.3542,78.2271,19.3025,78.1712
28,Telangana,532,Adilabad,4324,Boath,569687,Marlapalle,Marlapalle  Telangana  India,19.323,78.2419,19.3417,78.2621,19.2824,78.2189
28,Telangana,532,Adilabad,4324,Boath,569688,Nakkalawada,Nakkalawada  Telangana 504304  India,19.3597,78.2647,19.3783,78.2837,19.3355,78.2528
28,Telangana,532,Adilabad,4324,Boath,569689,Karathwada,Karathwada  Telangana 504304  India,19.3619,78.2989,19.3862,78.3201,19.3466,78.2778
28,Telangana,532,Adilabad,4324,Boath,569690,Boath (Buzurg),,,,,,,
28,Telangana,532,Adilabad,4324,Boath,569691,Kistapur,,,,,,,
28,Telangana,532,Adilabad,4324,Boath,569692,Kangutta,Kangutta  Telangana 504304  India,19.3562,78.3472,19.3682,78.3602,19.3483,78.329
28,Telangana,532,Adilabad,4324,Boath,569693,Demmi,,,,,,,
28,Telangana,532,Adilabad,4324,Boath,569694,Pochera,Pochera  Telangana 504304  India,19.3344,78.3608,19.3376,78.363,19.3323,78.3574
28,Telangana,532,Adilabad,4324,Boath,569695,Venkatapur,,,,,,,
28,Telangana,532,Adilabad,4324,Boath,569696,Kuchalapur,504304  India,19.401,78.2704,19.5316,78.4003,19.2864,78.1177
28,Telangana,532,Adilabad,4324,Boath,569697,Dhannur (Buzurg),,,,,,,
28,Telangana,532,Adilabad,4324,Boath,569698,Pippaladhari,Pippaladhari  Telangana  India,19.3158,78.3102,19.3309,78.3283,19.3011,78.2836
28,Telangana,532,Adilabad,4324,Boath,569699,Boath (Khurd),Boath Khurd  Telangana 504304  India,19.3384,78.2989,19.3502,78.3159,19.3293,78.2882
28,Telangana,532,Adilabad,4324,Boath,569700,Keslapur,,,,,,,
28,Telangana,532,Adilabad,4324,Boath,569701,Patnapur,Patnapur  Telangana  India,19.3253,78.2761,19.3474,78.2901,19.2961,78.2626
28,Telangana,532,Adilabad,4324,Boath,569702,Suradapur,Suradapur  Telangana  India,19.2894,78.2647,19.3383,78.2733,19.2681,78.247
28,Telangana,532,Adilabad,4324,Boath,569703,Narayanpur,Narayanpur  Telangana  India,19.2304,79.5041,19.2679,79.5306,19.197,79.4698
28,Telangana,532,Adilabad,4324,Boath,569704,Anduru,Anduru  Telangana 504323  India,19.2916,78.2989,19.3045,78.3172,19.2662,78.2703
28,Telangana,532,Adilabad,4324,Boath,569705,Birlagondi,Birlagondi  Telangana 504323  India,19.3027,78.3117,19.3106,78.322,19.296,78.3
28,Telangana,532,Adilabad,4324,Boath,569706,Dhannur  (Khurd),Dhannur Khurd  Telangana 504323  India,19.2958,78.3188,19.3011,78.3273,19.2663,78.3129
28,Telangana,532,Adilabad,4324,Boath,569707,Bahrapur,,,,,,,
28,Telangana,532,Adilabad,4324,Boath,569708,Nagapur,Adilabad-Asifabad Rd  X-Road  Nagapur  Telangana 504311  India,19.4027,78.758,19.4036,78.7609,19.4016,78.7552
28,Telangana,532,Adilabad,4325,Neradigonda,569709,Gajli,Gajli  Telangana  India,19.3802,78.4013,19.3919,78.4205,19.3606,78.3811
