"Rural/Urban:- 1=Rural, 2=Urban",,,,,,,,,,,
"School Category : - Primary (1), Primary with Upper Primary (2), Primary with Upper primary and secondary/higher secondary (3), Upper primary only (4), Upper primary with secondary/higher secondary (5)",,,,,,,,,,,
,,,,,,,,,,,
"Management :- Department of Education (1), Tribal/Social Welfare Department (2), Local Body (3), Pvt. Aided (4), Pvt. Unaided (5), Others (6)",,,,,,,,,,,
,,,,,,,,,,,
School Code,State Name,District Name,Block Name,Village Name,School Name,Rural/Urban,School Category,School Management,Total Enrolment,Total Classroom,Student Classroom Ratio
28141100705,Andhra Pradesh                     ,EAST GODAVARI,YELESWARAM,YELESWARAM,0411014 - M.P.Primary School,1,1,3,185,2,93
28141100706,Andhra Pradesh                     ,EAST GODAVARI,YELESWARAM,YELESWARAM,0411016 - M.P.Primary School,1,1,3,166,3,55
28141101201,Andhra Pradesh                     ,EAST GODAVARI,YELESWARAM,YERRAVARAM,0411022 - M.P.Primary School,1,1,3,132,3,44
28141101202,Andhra Pradesh                     ,EAST GODAVARI,YELESWARAM,YERRAVARAM,0411023 - M.P.Primary School,1,1,3,85,2,43
28141101203,Andhra Pradesh                     ,EAST GODAVARI,YELESWARAM,YERRAVARAM,0411307 - M.P.U.P.School,1,2,3,203,4,51
28170700802,Andhra Pradesh                     ,GUNTUR,ACHAMET,CHAMARRU,0707019 - MPPS ATCHAMPET(SC),1,1,3,143,2,72
28170700807,Andhra Pradesh                     ,GUNTUR,ACHAMET,CHAMARRU,0707024 - MPPS (MUSLIM)ATCHAMPETA,1,1,3,49,1,49
28170700808,Andhra Pradesh                     ,GUNTUR,ACHAMET,CHAMARRU,0707601 - ZPHS ATCHAMPETA,1,5,3,527,9,59
28170700605,Andhra Pradesh                     ,GUNTUR,ACHAMET,CHINTAPALLI,0707303 - MPUPS CHINTHAPALLI,1,2,3,150,3,50
28170700302,Andhra Pradesh                     ,GUNTUR,ACHAMET,GINJUPALLI,0707005 - MPPS GINJUPALLI THANDA,1,1,3,42,1,42
28170700303,Andhra Pradesh                     ,GUNTUR,ACHAMET,GINJUPALLI,0707006 - MPPS (SC) GINJUPALLI,1,1,3,44,1,44
28170701802,Andhra Pradesh                     ,GUNTUR,ACHAMET,KASTALA AGRAHARAM,0707312 - MPUPS  KASTALA,1,2,3,193,3,64
28170701201,Andhra Pradesh                     ,GUNTUR,ACHAMET,KONDURU,0707033 - MPPS(OLD SC) KONDURU,1,1,3,93,1,93
28170701205,Andhra Pradesh                     ,GUNTUR,ACHAMET,KONDURU,0707305 - MPUPS KONDURU,1,2,3,149,3,50
28170701206,Andhra Pradesh                     ,GUNTUR,ACHAMET,KONDURU,0707311 - MPUPS NINDUJARLA,1,2,3,162,3,54
28170700703,Andhra Pradesh                     ,GUNTUR,ACHAMET,TALLACHERUVU,0707017 - MPPS(ST&BC) TALLACHERUVU,1,1,3,41,1,41
28170700706,Andhra Pradesh                     ,GUNTUR,ACHAMET,TALLACHERUVU,0707310 - MPUPS KOTHAPALLI,1,2,3,160,3,53
28170701402,Andhra Pradesh                     ,GUNTUR,ACHAMET,VELPURU,0707040 - MPPS (SC) VELPUR,1,1,3,141,3,47
28170901014,Andhra Pradesh                     ,GUNTUR,AMARAVATHI,AMARAVATHI,0709610 - APSRW (G) HS AMT,1,3,2,372,2,186
28170900301,Andhra Pradesh                     ,GUNTUR,AMARAVATHI,ATTALUR,0709004 - MPPS (MAIN) ATTALURU,1,1,3,102,2,51
28170900303,Andhra Pradesh                     ,GUNTUR,AMARAVATHI,ATTALUR,0709006 - MPPS (BC) ATTALURU,1,1,3,45,1,45
28170900304,Andhra Pradesh                     ,GUNTUR,AMARAVATHI,ATTALUR,0709007 - MPPS (SPL) JUPUDI,1,1,3,126,1,126
28170900305,Andhra Pradesh                     ,GUNTUR,AMARAVATHI,ATTALUR,0709008 - MPPS (CD) JUPUDI,1,1,3,49,1,49
28170900903,Andhra Pradesh                     ,GUNTUR,AMARAVATHI,DHARANIKOTA,0709018 - MPPS (LE) DHARANIKOTA,1,1,3,43,1,43
28170900702,Andhra Pradesh                     ,GUNTUR,AMARAVATHI,DIDUGU,0709302 - MPUPS DIDIGU,1,2,3,171,4,43
28170900401,Andhra Pradesh                     ,GUNTUR,AMARAVATHI,JUPUDI,0709009 - MPPS (BC) JUPUDI,1,1,3,50,1,50
28170900805,Andhra Pradesh                     ,GUNTUR,AMARAVATHI,LINGAPURAM,0709609 - ZPHS LINGAPURAM,1,5,3,90,2,45
28170900202,Andhra Pradesh                     ,GUNTUR,AMARAVATHI,MUNUGODU,0709002 - MPPS (SPL) MUNAGODU,1,1,3,126,2,63
28170901701,Andhra Pradesh                     ,GUNTUR,AMARAVATHI,NEMALIKALLU,0709032 - MPPS (SPL) NEMALIKALLU,1,1,3,46,1,46
28174900903,Andhra Pradesh                     ,GUNTUR,AMRUTHALURU,GOVADA,0749033 - M.P.Primary School,1,1,3,75,1,75
28175701902,Andhra Pradesh                     ,GUNTUR,BAPATLA,ADIVI,0757038 - MPPS HANUMANTHANAGAR,1,1,3,42,1,42
28175790105,Andhra Pradesh                     ,GUNTUR,BAPATLA,BAPATLA (M),0757057 - Spl   Mpl.  ELE SCHOOL,2,1,3,176,4,44
28175790112,Andhra Pradesh                     ,GUNTUR,BAPATLA,BAPATLA (M),0757064 - MpL ELE SCHOOL,2,1,3,124,2,62
28175790121,Andhra Pradesh                     ,GUNTUR,BAPATLA,BAPATLA (M),0757073 - SPL MPL  ELE SCHOOL,2,1,3,178,4,45
28175790122,Andhra Pradesh                     ,GUNTUR,BAPATLA,BAPATLA (M),0757074 - S MUNICIPAL ELEMENTARY SC,2,1,3,57,1,57
28175701806,Andhra Pradesh                     ,GUNTUR,BAPATLA,BAPATLA EAST (U),0757036 - MPPS NANDIRAJUTHOTA,1,1,3,153,3,51
28175701706,Andhra Pradesh                     ,GUNTUR,BAPATLA,BAPATLA WEST (U),0757604 - ZPHS VEDULLAPALLI,1,5,3,538,8,67
28175701301,Andhra Pradesh                     ,GUNTUR,BAPATLA,CHERUVU,0757016 - MPPS N.T.TEMPLE C.J.PALEM,1,1,3,145,2,73
28175701302,Andhra Pradesh                     ,GUNTUR,BAPATLA,CHERUVU,0757017 - MPPS N.CHERCH.C.J.PALEM,1,1,3,123,2,62
28175701304,Andhra Pradesh                     ,GUNTUR,BAPATLA,CHERUVU,0757603 - ZPHS JAMMULAPALEM,1,5,3,205,5,41
28175702002,Andhra Pradesh                     ,GUNTUR,BAPATLA,MARUPROLUVARIPALEM,0757044 - MPPS MUTHAYAPALEM,1,1,3,41,1,41
28175702006,Andhra Pradesh                     ,GUNTUR,BAPATLA,MARUPROLUVARIPALEM,0757048 - MPPS BASIVIREDDY KOTHA,1,1,3,57,1,57
28175702010,Andhra Pradesh                     ,GUNTUR,BAPATLA,MARUPROLUVARIPALEM,0757091 - MPPS MUTTAYAPALEM,1,1,3,181,4,45
28175100201,Andhra Pradesh                     ,GUNTUR,BATTIPROLU,AADDEPALLI  (R),0751002 - MPPS ILAVARAM (MAIN),1,1,3,181,4,45
28175100304,Andhra Pradesh                     ,GUNTUR,BATTIPROLU,BHATTIPROLU (PT),0751011 - MPPS BATTIPROLU(BR),1,1,3,143,2,72
28175100801,Andhra Pradesh                     ,GUNTUR,BATTIPROLU,GORIGAPUDI,0751024 - MPPS DARASAIPALEM,1,1,3,41,1,41
28175100906,Andhra Pradesh                     ,GUNTUR,BATTIPROLU,PEDDAPULIVARRU,0751032 - MPPS KOLLAPALEM,1,1,3,81,2,41
28175100402,Andhra Pradesh                     ,GUNTUR,BATTIPROLU,VELLATURU,0751013 - MPPS VELLATURU(GC),1,1,3,101,2,51
28170601304,Andhra Pradesh                     ,GUNTUR,BELLAMKONDA,BELLAMKONDA,0706024 - M.P.Primary School,1,1,3,103,2,52
28170600104,Andhra Pradesh                     ,GUNTUR,BELLAMKONDA,BODANAM,0706301 - M.P.U.P.School,1,2,3,187,2,94
28170600106,Andhra Pradesh                     ,GUNTUR,BELLAMKONDA,BODANAM,0706305 - MPUPSCHOOL,1,2,3,162,2,81
28170600109,Andhra Pradesh                     ,GUNTUR,BELLAMKONDA,BODANAM,0706601 - Z.P.High School,1,5,3,410,9,46
28170601001,Andhra Pradesh                     ,GUNTUR,BELLAMKONDA,CHANDRAJUPALEM,0706014 - M.P.Primary School,1,1,3,151,3,50
28170601002,Andhra Pradesh                     ,GUNTUR,BELLAMKONDA,CHANDRAJUPALEM,0706015 - M.P.Primary School,1,1,3,131,1,131
28170600301,Andhra Pradesh                     ,GUNTUR,BELLAMKONDA,CHITYALA,0706006 - M.P.Primary School,1,1,3,97,2,49
28170600202,Andhra Pradesh                     ,GUNTUR,BELLAMKONDA,KETHAVARAM,0706004 - M.P.Primary School,1,1,3,41,1,41
28170600401,Andhra Pradesh                     ,GUNTUR,BELLAMKONDA,KOLLURU,0706007 - M.P.Primary School,1,1,3,58,1,58
28170600902,Andhra Pradesh                     ,GUNTUR,BELLAMKONDA,PAPAYAPALEM,0706013 - M.P.Primary School,1,1,3,88,2,44
28172100103,Andhra Pradesh                     ,GUNTUR,BOLLAPALLE,AYYANNAPALEM,0721003 - MPPS MEKALADINNA,1,1,3,80,1,80
28172100901,Andhra Pradesh                     ,GUNTUR,BOLLAPALLE,BOLLAPALLI,0721039 - MPPS BOLLAPALLI(HC),1,1,3,108,2,54
28172100904,Andhra Pradesh                     ,GUNTUR,BOLLAPALLE,BOLLAPALLI,0721066 - MPPS BOLLAPALLI,1,1,3,315,6,53
28172100908,Andhra Pradesh                     ,GUNTUR,BOLLAPALLE,BOLLAPALLI,0721603 - ZPHS BANDLAMOTHU,1,5,3,169,3,56
28172100604,Andhra Pradesh                     ,GUNTUR,BOLLAPALLE,GANDIGANUMALA,0721027 - MPPS SHOLAYAPALEM,1,1,3,102,1,102
28172100201,Andhra Pradesh                     ,GUNTUR,BOLLAPALLE,GARIKAPADU,0721006 - MPPS GARIKAPADU(HW),1,1,3,65,1,65
28172100202,Andhra Pradesh                     ,GUNTUR,BOLLAPALLE,GARIKAPADU,0721008 - MPPS MARRIPALEM,1,1,3,88,2,44
28172100204,Andhra Pradesh                     ,GUNTUR,BOLLAPALLE,GARIKAPADU,0721010 - MPPS PAMIDIPADU,1,1,3,112,2,56
28172100207,Andhra Pradesh                     ,GUNTUR,BOLLAPALLE,GARIKAPADU,0721309 - MPUP HANUMAPURAM,1,2,3,111,1,111
28172100401,Andhra Pradesh                     ,GUNTUR,BOLLAPALLE,GUMMANAMPADU,0721018 - MPPS GUMMANAMPADU,1,1,3,280,5,56
28172100403,Andhra Pradesh                     ,GUNTUR,BOLLAPALLE,GUMMANAMPADU,0721020 - MPPS LG THANDA,1,1,3,46,1,46
28172100801,Andhra Pradesh                     ,GUNTUR,BOLLAPALLE,GUTLAPALLI,0721034 - MPPS KANDRIKA,1,1,3,125,3,42
28172100804,Andhra Pradesh                     ,GUNTUR,BOLLAPALLE,GUTLAPALLI,0721037 - MPPS GANGUPALLY,1,1,3,91,1,91
28172100807,Andhra Pradesh                     ,GUNTUR,BOLLAPALLE,GUTLAPALLI,0721311 - MPUPS PALUKURU,1,2,3,125,3,42
28172101401,Andhra Pradesh                     ,GUNTUR,BOLLAPALLE,KANUMALA CHERUVU,0721059 - MPPS GHATITHANDA,1,1,3,83,1,83
28172101402,Andhra Pradesh                     ,GUNTUR,BOLLAPALLE,KANUMALA CHERUVU,0721060 - MPPS N N THANDA,1,1,3,55,1,55
28172101407,Andhra Pradesh                     ,GUNTUR,BOLLAPALLE,KANUMALA CHERUVU,0721315 - MPUPS KANUMALACHERUVU,1,2,3,186,4,47
28172100301,Andhra Pradesh                     ,GUNTUR,BOLLAPALLE,MELLAVAGU,0721013 - MPPS LALIPURAM,1,1,3,48,1,48
28172100302,Andhra Pradesh                     ,GUNTUR,BOLLAPALLE,MELLAVAGU,0721014 - MPPS VR PURAM,1,1,3,66,1,66
28172100304,Andhra Pradesh                     ,GUNTUR,BOLLAPALLE,MELLAVAGU,0721016 - MPPS MELLAVAGU BC COLONY,1,1,3,51,1,51
28172100305,Andhra Pradesh                     ,GUNTUR,BOLLAPALLE,MELLAVAGU,0721017 - MPPS B.L.COLONY,1,1,3,47,1,47
28172100702,Andhra Pradesh                     ,GUNTUR,BOLLAPALLE,RAVULAPURAM,0721030 - MPPS GARLADINNE,1,1,3,41,1,41
28172100703,Andhra Pradesh                     ,GUNTUR,BOLLAPALLE,RAVULAPURAM,0721031 - MPPS RAVULAPURAM B.C,1,1,3,44,1,44
28172100502,Andhra Pradesh                     ,GUNTUR,BOLLAPALLE,REMIDICHERLA,0721023 - MPPS REMIDICHARLA C.C,1,1,3,45,1,45
28172100504,Andhra Pradesh                     ,GUNTUR,BOLLAPALLE,REMIDICHERLA,0721069 - GOVT TW  REMIDICHARLA,1,1,2,52,1,52
28172100503,Andhra Pradesh                     ,GUNTUR,BOLLAPALLE,REMIDICHERLA,0721301 - MPUPS REMIDI CHERLA,1,2,3,188,3,63
28172101101,Andhra Pradesh                     ,GUNTUR,BOLLAPALLE,SARIKONDA PALEM,0721048 - MPPS SARIKONDAPALEM(HC),1,1,3,100,1,100
28172101004,Andhra Pradesh                     ,GUNTUR,BOLLAPALLE,VADDEMGUNTA,0721046 - MPPS MUGACHINTALAPALEM,1,1,3,61,1,61
28172101204,Andhra Pradesh                     ,GUNTUR,BOLLAPALLE,VELLATURU,0721054 - MPPS S R P THANDA,1,1,3,101,1,101
28172101205,Andhra Pradesh                     ,GUNTUR,BOLLAPALLE,VELLATURU,0721055 - MPPS VELLATUR (BC),1,1,3,96,1,96
28172101206,Andhra Pradesh                     ,GUNTUR,BOLLAPALLE,VELLATURU,0721072 - MPPS NAIDUPALEM,1,2,3,145,2,73
28172101207,Andhra Pradesh                     ,GUNTUR,BOLLAPALLE,VELLATURU,0721604 - ZPHS VELLATURU,1,5,3,364,9,40
28173400610,Andhra Pradesh                     ,GUNTUR,CHEBROLU,SEKUR,"0734606 - ZPHS, SEKURU",1,5,3,146,2,73
28175000322,Andhra Pradesh                     ,GUNTUR,CHERUKUPALLE,ARUMBAKA,0750602 - Z.P.High School,1,5,3,416,9,46
28175000602,Andhra Pradesh                     ,GUNTUR,CHERUKUPALLE,GUDAVALLI,0750038 - M.P.Primary School,1,1,3,41,1,41
28174501205,Andhra Pradesh                     ,GUNTUR,CHILAKALURIPETA,BOPPUDI,"0745607 - ZPHS, BOPPUDI",1,5,3,153,3,51
28174590213,Andhra Pradesh                     ,GUNTUR,CHILAKALURIPETA,CHILAKALURI PETA (M),0745061 - MPLPS(CHVR)PANDARIPURAM,2,1,3,159,3,53
28174590215,Andhra Pradesh                     ,GUNTUR,CHILAKALURIPETA,CHILAKALURI PETA (M),0745063 - MPLPS(U)SVPALEM,2,1,3,52,1,52
28174590229,Andhra Pradesh                     ,GUNTUR,CHILAKALURIPETA,CHILAKALURI PETA (M),0745306 - MPLUPS(KL) GC,2,2,3,111,2,56
28174590232,Andhra Pradesh                     ,GUNTUR,CHILAKALURIPETA,CHILAKALURI PETA (M),0745309 - MPLUPS(MVR)KVPADU,2,2,3,182,4,46
28174500104,Andhra Pradesh                     ,GUNTUR,CHILAKALURIPETA,EDAVALLI,0745301 - MPUPS KBPALEM,1,2,3,237,5,47
28174500901,Andhra Pradesh                     ,GUNTUR,CHILAKALURIPETA,GOTTIPADU,0745024 - MPPS GOTTIPADU,1,1,3,46,1,46
28174500301,Andhra Pradesh                     ,GUNTUR,CHILAKALURIPETA,KAVURU,0745011 - MPPS KAVURU,1,1,3,85,2,43
28174501402,Andhra Pradesh                     ,GUNTUR,CHILAKALURIPETA,MURIKIPUDI,0745045 - MPPS(H)MURIKIPUDI,1,1,3,224,3,75
28174501403,Andhra Pradesh                     ,GUNTUR,CHILAKALURIPETA,MURIKIPUDI,0745046 - MPPS CHCAMPUS,1,1,3,116,2,58
28174501405,Andhra Pradesh                     ,GUNTUR,CHILAKALURIPETA,MURIKIPUDI,0745608 - SKSZPHS MURIKIPUDI,1,5,3,266,5,53
28170400804,Andhra Pradesh                     ,GUNTUR,DACHEPALLE,DACHEPALLI,0704018 - MPPS DACHEPALLI(BC),1,1,3,58,1,58
28170400402,Andhra Pradesh                     ,GUNTUR,DACHEPALLE,GAMALAPADU,0704307 - MPUP GAMALAPADU,1,2,3,275,6,46
28170400903,Andhra Pradesh                     ,GUNTUR,DACHEPALLE,NADIKUDI,0704022 - MPPS RAM NAGAR,1,1,3,182,4,46
28170400904,Andhra Pradesh                     ,GUNTUR,DACHEPALLE,NADIKUDI,0704303 - MPUPS NADIKUDI,1,2,3,313,6,52
28170401202,Andhra Pradesh                     ,GUNTUR,DACHEPALLE,PEDAGARLAPADU,0704030 - MPPS PEDA GARLAPADU,1,1,3,661,15,44
28170400201,Andhra Pradesh                     ,GUNTUR,DACHEPALLE,RAMAPURAM,0704004 - MPPS RAMAPURAM,1,1,3,186,4,47
28170400203,Andhra Pradesh                     ,GUNTUR,DACHEPALLE,RAMAPURAM,0704031 - M P P SCHOOL,1,1,3,53,1,53
28170400601,Andhra Pradesh                     ,GUNTUR,DACHEPALLE,TANGEDA,0704011 - M.P.Primary School,1,1,3,189,4,47
28172800104,Andhra Pradesh                     ,GUNTUR,DUGGIRALA,CHILUVURU,0728004 - M.P.Primary School,1,1,3,47,1,47
28171900501,Andhra Pradesh                     ,GUNTUR,DURGI,ADIGOPPULA,0719005 - MPPS ADIGOPPALA,1,1,3,329,6,55
28171900502,Andhra Pradesh                     ,GUNTUR,DURGI,ADIGOPPULA,0719006 - MPPS ADIGOPPUL(SC),1,1,3,109,2,55
28171900503,Andhra Pradesh                     ,GUNTUR,DURGI,ADIGOPPULA,0719601 - ZPHS ADIGOPPULA,1,5,3,240,4,60
28171900801,Andhra Pradesh                     ,GUNTUR,DURGI,DURGI,0719013 - MPPS MANIROAD,1,1,3,234,5,47
28171900802,Andhra Pradesh                     ,GUNTUR,DURGI,DURGI,0719014 - MPPS DURGI(HW),1,1,3,103,2,52
28171900805,Andhra Pradesh                     ,GUNTUR,DURGI,DURGI,0719033 - MPPS DURGI (BC) COLONY,1,1,3,103,2,52
28171900902,Andhra Pradesh                     ,GUNTUR,DURGI,KOLAGUTLA,0719018 - MPPS KAKIRALA,1,1,3,45,1,45
28171901002,Andhra Pradesh                     ,GUNTUR,DURGI,MUTUKURU,0719021 - MPPS MUTUKURU (SC),1,1,3,128,2,64
28171900105,Andhra Pradesh                     ,GUNTUR,DURGI,POLEPALLI,0719305 - MPUPS TERALA,1,2,3,174,3,58
28173700805,Andhra Pradesh                     ,GUNTUR,EDLAPADU,EDLAPADU,0737025 - MPPS (ST) EDLAPADU,1,1,3,65,1,65
28173700807,Andhra Pradesh                     ,GUNTUR,EDLAPADU,EDLAPADU,0737306 - MPUPS EDLAPADU,1,2,3,156,2,78
28173701101,Andhra Pradesh                     ,GUNTUR,EDLAPADU,KARUCHOLA,0737035 - MPPS (LE) KARUCHOLA,1,1,3,44,1,44
28173701104,Andhra Pradesh                     ,GUNTUR,EDLAPADU,KARUCHOLA,0737304 - MPUPS KAUCHOLA,1,2,3,154,3,51
28173700301,Andhra Pradesh                     ,GUNTUR,EDLAPADU,MYDAVOLU,0737012 - MPPS LINGARAOPALEM,1,1,3,187,3,62
28173700304,Andhra Pradesh                     ,GUNTUR,EDLAPADU,MYDAVOLU,0737044 - MPPS (BC) MYDAVOLU,1,1,3,48,1,48
28173700201,Andhra Pradesh                     ,GUNTUR,EDLAPADU,SOLASA,0737007 - MPPS (M) SOLASA,1,1,3,103,2,52
28173700903,Andhra Pradesh                     ,GUNTUR,EDLAPADU,THIMMAPURAM,0737029 - MPPS (HW) TIMMAPURAM,1,1,3,101,2,51
28173700601,Andhra Pradesh                     ,GUNTUR,EDLAPADU,UNNAVA,0737016 - MPPS (M) UNNAVA,1,1,3,129,3,43
28173700604,Andhra Pradesh                     ,GUNTUR,EDLAPADU,UNNAVA,0737019 - MPPS (SN) UNNAVA,1,1,3,53,1,53
28174100601,Andhra Pradesh                     ,GUNTUR,EPURU,AGNIGUNDALA,0741017 - MPPS UDIJERLA (H C),1,1,3,72,1,72
28174100103,Andhra Pradesh                     ,GUNTUR,EPURU,BOMMARAJUPALLI,0741301 - MPUPS BOMMARAJUPALLI,1,2,3,182,4,46
28174100201,Andhra Pradesh                     ,GUNTUR,EPURU,INUMELLA,0741003 - MPPS INUMELLA,1,1,3,300,7,43
28174100501,Andhra Pradesh                     ,GUNTUR,EPURU,IPURU,0741012 - MPPS IPURU,1,1,3,163,3,54
28174100502,Andhra Pradesh                     ,GUNTUR,EPURU,IPURU,0741013 - MPPS KUCHINAPALLI,1,1,3,58,1,58
28174100506,Andhra Pradesh                     ,GUNTUR,EPURU,IPURU,0741040 - MPPS N P S,1,1,3,168,3,56
28174100507,Andhra Pradesh                     ,GUNTUR,EPURU,IPURU,0741603 - ZPHS IPURU,1,5,3,513,10,51
28174101203,Andhra Pradesh                     ,GUNTUR,EPURU,KONDRAMUTLA,0741037 - MPPS DUSHMANPET,1,1,3,51,1,51
28174101204,Andhra Pradesh                     ,GUNTUR,EPURU,KONDRAMUTLA,0741038 - MPPS BODISAMBUNIVARIPAELM,1,1,3,49,1,49
28174101206,Andhra Pradesh                     ,GUNTUR,EPURU,KONDRAMUTLA,0741305 - MPUPS KONDRAMUTLA,1,2,3,291,4,73
28174101101,Andhra Pradesh                     ,GUNTUR,EPURU,KOTCHIRLA,0741029 - MPPS KOTCHERALA,1,1,3,123,3,41
28174100301,Andhra Pradesh                     ,GUNTUR,EPURU,MUPPALLA,0741006 - MPPS NTR STATUE MUPPALA,1,1,3,163,4,41
28174100303,Andhra Pradesh                     ,GUNTUR,EPURU,MUPPALLA,0741008 - MPPS NEAR PANCHYAT OFFCE,1,1,3,55,1,55
28174100304,Andhra Pradesh                     ,GUNTUR,EPURU,MUPPALLA,0741602 - ZPHS MUPPALLA,1,5,3,325,8,41
28174100702,Andhra Pradesh                     ,GUNTUR,EPURU,VANIKUNTA,0741021 - MPPS BRAHMANDAPURAM,1,1,3,86,2,43
28172601110,Andhra Pradesh                     ,GUNTUR,GUNTUR,ANKIREDDIPALEM,0726305 - MPUPS LALPURAM,1,2,3,416,9,46
28172600802,Andhra Pradesh                     ,GUNTUR,GUNTUR,ETUKURU,0726018 - MPPS BOTHAPADU,1,1,3,102,2,51
28172690304,Andhra Pradesh                     ,GUNTUR,GUNTUR,GUNTUR (CORP.),0726042 - MCES -4 -49 W F NAGAR,2,1,3,89,1,89
28172690305,Andhra Pradesh                     ,GUNTUR,GUNTUR,GUNTUR (CORP.),0726043 - MCES -5- 4 W S GARUVU,2,1,3,204,4,51
28172690306,Andhra Pradesh                     ,GUNTUR,GUNTUR,GUNTUR (CORP.),0726044 - SMCS - 6 - 2 W G PET,2,1,3,120,2,60
28172690307,Andhra Pradesh                     ,GUNTUR,GUNTUR,GUNTUR (CORP.),0726045 - SMCES (LE)-7-1W G G,2,1,3,151,3,50
28172690308,Andhra Pradesh                     ,GUNTUR,GUNTUR,GUNTUR (CORP.),0726046 - PCMCES -8-1W S B N,2,1,3,142,3,47
28172690315,Andhra Pradesh                     ,GUNTUR,GUNTUR,GUNTUR (CORP.),0726053 - SMS(LE)-15 -6W  C PET,2,1,3,152,1,152
28172690316,Andhra Pradesh                     ,GUNTUR,GUNTUR,GUNTUR (CORP.),0726054 - MCES 16-4W- D P M,2,1,3,141,3,47
28172690318,Andhra Pradesh                     ,GUNTUR,GUNTUR,GUNTUR (CORP.),0726056 - MCPS 21 -15W- A P,2,1,3,101,2,51
28172690324,Andhra Pradesh                     ,GUNTUR,GUNTUR,GUNTUR (CORP.),0726062 - MHB ES 31-18W-4L SV N,2,1,3,107,1,107
28172690325,Andhra Pradesh                     ,GUNTUR,GUNTUR,GUNTUR (CORP.),0726063 - SMES (JB)33-21W V P,2,1,3,143,1,143
28172690326,Andhra Pradesh                     ,GUNTUR,GUNTUR,GUNTUR (CORP.),0726064 - MES H B 34-20W -2 L B T,2,1,3,106,2,53
28172690329,Andhra Pradesh                     ,GUNTUR,GUNTUR,GUNTUR (CORP.),0726067 - MCPS 37-25 W P N,2,1,3,107,1,107
28172690330,Andhra Pradesh                     ,GUNTUR,GUNTUR,GUNTUR (CORP.),0726068 - MCPS 38-28W G P,2,1,3,168,4,42
28172690335,Andhra Pradesh                     ,GUNTUR,GUNTUR,GUNTUR (CORP.),0726074 - MLE PS 45 -30W K S,2,1,3,95,2,48
28172690336,Andhra Pradesh                     ,GUNTUR,GUNTUR,GUNTUR (CORP.),0726075 - MCPS 47-33W P P,2,1,3,139,2,70
28172690341,Andhra Pradesh                     ,GUNTUR,GUNTUR,GUNTUR (CORP.),0726082 - MCES 56-1W N N SVNC,2,1,3,118,2,59
28172690343,Andhra Pradesh                     ,GUNTUR,GUNTUR,GUNTUR (CORP.),0726086 - MCES 60-42W R A,2,1,3,179,3,60
28172690344,Andhra Pradesh                     ,GUNTUR,GUNTUR,GUNTUR (CORP.),0726087 - SMMPES 61-3W-1L,2,1,3,116,2,58
28172690347,Andhra Pradesh                     ,GUNTUR,GUNTUR,GUNTUR (CORP.),0726091 - MCES 65-15W (9W) V T,2,1,3,43,1,43
28172690348,Andhra Pradesh                     ,GUNTUR,GUNTUR,GUNTUR (CORP.),0726093 - MCES 86-12W M P,2,1,3,56,1,56
28172690352,Andhra Pradesh                     ,GUNTUR,GUNTUR,GUNTUR (CORP.),0726097 - SMCES 90-42W R A,2,1,3,163,1,163
28172690358,Andhra Pradesh                     ,GUNTUR,GUNTUR,GUNTUR (CORP.),0726106 - SMC A E I 71-33-W  P R,2,1,3,84,2,42
28172690361,Andhra Pradesh                     ,GUNTUR,GUNTUR,GUNTUR (CORP.),0726109 - MCMES (B) 74-33W C B,2,1,3,92,2,46
28172690369,Andhra Pradesh                     ,GUNTUR,GUNTUR,GUNTUR (CORP.),0726117 - SMC(U)ES(G) 45-W S R T,2,1,3,50,1,50
28172690373,Andhra Pradesh                     ,GUNTUR,GUNTUR,GUNTUR (CORP.),0726121 - MUES 94-2-W  V N,2,1,3,97,2,49
28172690375,Andhra Pradesh                     ,GUNTUR,GUNTUR,GUNTUR (CORP.),0726123 - MCUES 96-25-W P N,2,1,3,45,1,45
28172690376,Andhra Pradesh                     ,GUNTUR,GUNTUR,GUNTUR (CORP.),0726124 - MCPS 38-W I P C,2,1,3,105,1,105
28172690377,Andhra Pradesh                     ,GUNTUR,GUNTUR,GUNTUR (CORP.),0726125 - SMEES 19-22-W  R G N,2,1,3,105,2,53
28172690381,Andhra Pradesh                     ,GUNTUR,GUNTUR,GUNTUR (CORP.),0726129 - MCPS 100-1-W S R N,2,1,3,57,1,57
28172690382,Andhra Pradesh                     ,GUNTUR,GUNTUR,GUNTUR (CORP.),0726130 - MCPS 102 1- W V N,2,1,3,53,1,53
28172690384,Andhra Pradesh                     ,GUNTUR,GUNTUR,GUNTUR (CORP.),0726132 - SKBPMC 99-50-W VGN,2,1,3,264,6,44
28172691222,Andhra Pradesh                     ,GUNTUR,GUNTUR,GUNTUR (CORP.)-2,0726183 - MCPS 1-W N B COLONY,2,1,3,181,4,45
28172691257,Andhra Pradesh                     ,GUNTUR,GUNTUR,GUNTUR (CORP.)-2,0726201 - MCPS 91- N NAGAR,2,1,3,207,5,41
28172691223,Andhra Pradesh                     ,GUNTUR,GUNTUR,GUNTUR (CORP.)-2,0726309 - MCUPS 20-16-W R P,2,2,3,287,7,41
28172691226,Andhra Pradesh                     ,GUNTUR,GUNTUR,GUNTUR (CORP.)-2,0726312 - MCUPS 41-23-W V T N,2,2,3,262,5,52
