STCode,DTCode,DTName,SDTCode,SDTName,TVCode,Name
28,539,Nalgonda,04648,Narayanapur,000000,Narayanapur
28,539,Nalgonda,04649,Marriguda,000000,Marriguda
28,539,Nalgonda,04650,Chintha Palle,000000,Chintha Palle
28,539,Nalgonda,04651,Gundla Palle,000000,Gundla Palle
28,539,Nalgonda,04652,Chandam Pet,000000,Chandam Pet
28,539,Nalgonda,04653,Devarakonda,000000,Devarakonda
28,539,Nalgonda,04654,Nampalle,000000,Nampalle
28,539,Nalgonda,04655,Chandur,000000,Chandur
28,539,Nalgonda,04656,Kangal,000000,Kangal
28,539,Nalgonda,04657,Gurrampode,000000,Gurrampode
28,539,Nalgonda,04658,Pedda Adiserla Palle,000000,Pedda Adiserla Palle
28,539,Nalgonda,04659,Peddavoora,000000,Peddavoora
28,539,Nalgonda,04660,Anumula,000000,Anumula
28,539,Nalgonda,04661,Nidamanur,000000,Nidamanur
28,539,Nalgonda,04662,Thripuraram,000000,Thripuraram
28,539,Nalgonda,04663,Dameracherla,000000,Dameracherla
28,539,Nalgonda,04664,Miryalaguda,000000,Miryalaguda
28,539,Nalgonda,04664,Miryalaguda,802929,Miryalaguda (M + OG)
28,539,Nalgonda,04664,Miryalaguda,802929,Miryalaguda (M)
28,539,Nalgonda,04665,Neredcherla,000000,Neredcherla
28,539,Nalgonda,04666,Garide Palle,000000,Garide Palle
28,539,Nalgonda,04667,Chilkur,000000,Chilkur
28,539,Nalgonda,04668,Kodad,000000,Kodad
28,539,Nalgonda,04669,Huzurnagar,000000,Huzurnagar
28,539,Nalgonda,04670,Mattam Palle,000000,Mattam Palle
28,539,Nalgonda,04671,Mella Cheruvu,000000,Mella Cheruvu
28,540,Warangal,00000,Warangal,000000,Warangal
28,540,Warangal,00000,Warangal,802930,Warangal (M.Corp. + OG)
28,540,Warangal,04672,Cherial,000000,Cherial
28,540,Warangal,04673,Maddur,000000,Maddur
28,540,Warangal,04674,Bachannapet,000000,Bachannapet
28,540,Warangal,04675,Narmetta,000000,Narmetta
28,540,Warangal,04676,Ghanpur (Station),000000,Ghanpur (Station)
28,540,Warangal,04677,Dharmasagar,000000,Dharmasagar
28,540,Warangal,04677,Dharmasagar,802930,Warangal (M.Corp. + OG) (Part)
28,540,Warangal,04678,Hasanparthy,000000,Hasanparthy
28,540,Warangal,04678,Hasanparthy,802930,Warangal (M.Corp. + OG) (Part)
28,540,Warangal,04679,Parkal,000000,Parkal
28,540,Warangal,04680,Mogullapalle,000000,Mogullapalle
28,540,Warangal,04681,Chityal,000000,Chityal
28,540,Warangal,04682,Bhupalpalle,000000,Bhupalpalle
28,540,Warangal,04683,Ghanpur (Mulug),000000,Ghanpur (Mulug)
28,540,Warangal,04684,Venkatapur,000000,Venkatapur
28,540,Warangal,04685,Eturnagaram,000000,Eturnagaram
28,540,Warangal,04686,Mangapet,000000,Mangapet
28,540,Warangal,04687,Tadvai,000000,Tadvai
28,540,Warangal,04688,Govindaraopet,000000,Govindaraopet
28,540,Warangal,04689,Mulug,000000,Mulug
28,540,Warangal,04690,Regonda,000000,Regonda
28,540,Warangal,04691,Shayampet,000000,Shayampet
28,540,Warangal,04692,Nallabelly,000000,Nallabelly
28,540,Warangal,04693,Duggondi,000000,Duggondi
28,540,Warangal,04694,Atmakur,000000,Atmakur
28,540,Warangal,04695,Hanamkonda,000000,Hanamkonda
28,540,Warangal,04695,Hanamkonda,802930,Warangal (M.Corp. + OG) (Part)
28,540,Warangal,04695,Hanamkonda,802930,Warangal (M Corp.) (Part)
28,540,Warangal,04696,Zaffergadh,000000,Zaffergadh
28,540,Warangal,04697,Palakurthi,000000,Palakurthi
28,540,Warangal,04698,Raghunathpalle,000000,Raghunathpalle
28,540,Warangal,04699,Jangaon,000000,Jangaon
28,540,Warangal,04699,Jangaon,802931,Jangaon (M)
28,540,Warangal,04700,Lingalaghanpur,000000,Lingalaghanpur
28,540,Warangal,04701,Devaruppula,000000,Devaruppula
28,540,Warangal,04702,Kodakandla,000000,Kodakandla
28,540,Warangal,04703,Raiparthy,000000,Raiparthy
28,540,Warangal,04704,Wardhannapet,000000,Wardhannapet
28,540,Warangal,04705,Sangam,000000,Sangam
28,540,Warangal,04706,Warangal,000000,Warangal
28,540,Warangal,04706,Warangal,802930,Warangal (M Corp.) (Part)
28,540,Warangal,04707,Geesugonda,000000,Geesugonda
28,540,Warangal,04707,Geesugonda,802930,Warangal (M.Corp. + OG) (Part)
28,540,Warangal,04708,Narsampet,000000,Narsampet
28,540,Warangal,04709,Khanapur,000000,Khanapur
28,540,Warangal,04710,Kothagudem,000000,Kothagudem
28,540,Warangal,04711,Gudur,000000,Gudur
28,540,Warangal,04712,Chennaraopet,000000,Chennaraopet
28,540,Warangal,04713,Nekkonda,000000,Nekkonda
28,540,Warangal,04714,Parvathagiri,000000,Parvathagiri
28,540,Warangal,04715,Thorrur,000000,Thorrur
28,540,Warangal,04716,Nellikudur,000000,Nellikudur
28,540,Warangal,04717,Kesamudram,000000,Kesamudram
28,540,Warangal,04718,Mahabubabad,000000,Mahabubabad
28,540,Warangal,04719,Narsimhulapet,000000,Narsimhulapet
28,540,Warangal,04720,Maripeda,000000,Maripeda
28,540,Warangal,04721,Kuravi,000000,Kuravi
28,540,Warangal,04722,Dornakal,000000,Dornakal
28,541,Khammam,00000,Khammam,000000,Khammam
28,541,Khammam,00000,Khammam,802937,Khammam (M + OG)
28,541,Khammam,04723,Wazeed,000000,Wazeed
28,541,Khammam,04724,Venkatapuram,000000,Venkatapuram
28,541,Khammam,04725,Pinapaka,000000,Pinapaka
28,541,Khammam,04726,Cherla,000000,Cherla
28,541,Khammam,04727,Manuguru,000000,Manuguru
28,541,Khammam,04727,Manuguru,802932,Manugur (M)
28,541,Khammam,04728,Aswapuram,000000,Aswapuram
28,541,Khammam,04729,Dummugudem,000000,Dummugudem
28,541,Khammam,04730,Bhadrachalam,000000,Bhadrachalam
28,541,Khammam,04731,Kunavaram,000000,Kunavaram
28,541,Khammam,04732,Chintur,000000,Chintur
28,541,Khammam,04733,Vararamachandrapuram,000000,Vararamachandrapuram
28,541,Khammam,04734,Velairpadu,000000,Velairpadu
28,541,Khammam,04735,Kukunoor,000000,Kukunoor
28,541,Khammam,04736,Burgampahad,000000,Burgampahad
28,541,Khammam,04737,Palwancha,000000,Palwancha
28,541,Khammam,04737,Palwancha,802933,Palwancha (M)
28,541,Khammam,04738,Kothagudem,000000,Kothagudem
28,541,Khammam,04738,Kothagudem,802934,Kothagudem (M)
28,541,Khammam,04739,Tekulapalle,000000,Tekulapalle
28,541,Khammam,04740,Yellandu,000000,Yellandu
28,541,Khammam,04740,Yellandu,802935,Yellandu (M + OG)
28,541,Khammam,04740,Yellandu,802935,Yellandu (M)
28,541,Khammam,04741,Gundala,000000,Gundala
28,541,Khammam,04742,Bayyaram,000000,Bayyaram
28,541,Khammam,04743,Garla,000000,Garla
28,541,Khammam,04744,Singareni,000000,Singareni
28,541,Khammam,04745,Kamepalle,000000,Kamepalle
28,541,Khammam,04746,Julurpad,000000,Julurpad
28,541,Khammam,04747,Chandrugonda,000000,Chandrugonda
28,541,Khammam,04748,Mulkalapalle,000000,Mulkalapalle
28,541,Khammam,04749,Aswaraopeta,000000,Aswaraopeta
28,541,Khammam,04750,Dammapeta,000000,Dammapeta
28,541,Khammam,04751,Sathupalle,000000,Sathupalle
28,541,Khammam,04751,Sathupalle,802936,Sathupalle (NP)
28,541,Khammam,04752,Penuballi,000000,Penuballi
28,541,Khammam,04753,Enkuru,000000,Enkuru
28,541,Khammam,04754,Thirumalayapalem,000000,Thirumalayapalem
28,541,Khammam,04755,Kusumanchi,000000,Kusumanchi
28,541,Khammam,04756,Khammam (Rural),000000,Khammam (Rural)
28,541,Khammam,04756,Khammam (Rural),802937,Khammam (M + OG) (Part)
28,541,Khammam,04757,Khammam (Urban),000000,Khammam (Urban)
28,541,Khammam,04757,Khammam (Urban),802937,Khammam (M) (Part)
28,541,Khammam,04757,Khammam (Urban),802937,Khammam (M)
28,541,Khammam,04758,Mudigonda,000000,Mudigonda
28,541,Khammam,04759,Nelakondapalle,000000,Nelakondapalle
28,541,Khammam,04760,Chinthakani,000000,Chinthakani
28,541,Khammam,04761,Konijerla,000000,Konijerla
28,541,Khammam,04762,Tallada,000000,Tallada
28,541,Khammam,04763,Kallur,000000,Kallur
28,541,Khammam,04764,Wyra,000000,Wyra
28,541,Khammam,04765,Bonakal,000000,Bonakal
28,541,Khammam,04766,Madhira,000000,Madhira
28,541,Khammam,04767,Yerrupalem,000000,Yerrupalem
28,541,Khammam,04768,Vemsoor,000000,Vemsoor
28,542,Srikakulam,00000,Srikakulam,000000,Srikakulam
28,542,Srikakulam,00000,Srikakulam,802942,Srikakulam (M + OG)
28,542,Srikakulam,04769,Veeraghattam,000000,Veeraghattam
28,542,Srikakulam,04770,Seethampeta,000000,Seethampeta
28,542,Srikakulam,04771,Bhamini,000000,Bhamini
28,542,Srikakulam,04772,Kothuru,000000,Kothuru
28,542,Srikakulam,04773,Pathapatnam,000000,Pathapatnam
28,542,Srikakulam,04774,Meliaputti,000000,Meliaputti
28,542,Srikakulam,04775,Palasa,000000,Palasa
28,542,Srikakulam,04775,Palasa,802938,Palasa Kasibugga (M)
28,542,Srikakulam,04776,Mandasa,000000,Mandasa
28,542,Srikakulam,04777,Kanchili,000000,Kanchili
28,542,Srikakulam,04778,Ichchapuram,000000,Ichchapuram
28,542,Srikakulam,04778,Ichchapuram,802939,Ichchapuram (M)
28,542,Srikakulam,04779,Kaviti,000000,Kaviti
28,542,Srikakulam,04780,Sompeta,000000,Sompeta
28,542,Srikakulam,04781,Vajrapukothuru,000000,Vajrapukothuru
28,542,Srikakulam,04782,Nandigam,000000,Nandigam
28,542,Srikakulam,04783,Hiramandalam,000000,Hiramandalam
28,542,Srikakulam,04784,Palakonda,000000,Palakonda
28,542,Srikakulam,04785,Vangara,000000,Vangara
28,542,Srikakulam,04786,Regidi Amadalavalasa,000000,Regidi Amadalavalasa
28,542,Srikakulam,04787,Lakshminarsupeta,000000,Lakshminarsupeta
28,542,Srikakulam,04788,Saravakota,000000,Saravakota
28,542,Srikakulam,04789,Tekkali,000000,Tekkali
28,542,Srikakulam,04790,Santhabommali,000000,Santhabommali
28,542,Srikakulam,04791,Kotabommali,000000,Kotabommali
28,542,Srikakulam,04792,Jalumuru,000000,Jalumuru
28,542,Srikakulam,04793,Sarubujjili,000000,Sarubujjili
28,542,Srikakulam,04794,Burja,000000,Burja
28,542,Srikakulam,04795,Santhakaviti,000000,Santhakaviti
28,542,Srikakulam,04796,Rajam,000000,Rajam
28,542,Srikakulam,04796,Rajam,802940,Rajam (NP)
28,542,Srikakulam,04797,Ganguvarisigadam,000000,Ganguvarisigadam
28,542,Srikakulam,04798,Amadalavalasa,000000,Amadalavalasa
28,542,Srikakulam,04798,Amadalavalasa,802941,Amadalavalasa (M)
28,542,Srikakulam,04799,Narasannapeta,000000,Narasannapeta
28,542,Srikakulam,04800,Polaki,000000,Polaki
28,542,Srikakulam,04801,Gara,000000,Gara
28,542,Srikakulam,04802,Srikakulam,000000,Srikakulam
28,542,Srikakulam,04802,Srikakulam,802942,Srikakulam (M + OG) (Part)
28,542,Srikakulam,04802,Srikakulam,802942,Srikakulam (M)
28,542,Srikakulam,04803,Ponduru,000000,Ponduru
28,542,Srikakulam,04804,Laveru,000000,Laveru
28,542,Srikakulam,04805,Ranastalam,000000,Ranastalam
28,542,Srikakulam,04806,Etcherla,000000,Etcherla
28,542,Srikakulam,04806,Etcherla,802942,Srikakulam (M + OG) (Part)
28,543,Vizianagaram,00000,Vizianagaram,000000,Vizianagaram
28,543,Vizianagaram,04807,Komarada,000000,Komarada
28,543,Vizianagaram,04808,Gummalakshmipuram,000000,Gummalakshmipuram
28,543,Vizianagaram,04809,Kurupam,000000,Kurupam
28,543,Vizianagaram,04810,Jiyyammavalasa,000000,Jiyyammavalasa
28,543,Vizianagaram,04811,Garugubilli,000000,Garugubilli
28,543,Vizianagaram,04812,Parvathipuram,000000,Parvathipuram
28,543,Vizianagaram,04812,Parvathipuram,802943,Parvathipuram (M)
28,543,Vizianagaram,04813,Makkuva,000000,Makkuva
28,543,Vizianagaram,04814,Seethanagaram,000000,Seethanagaram
28,543,Vizianagaram,04815,Balijipeta,000000,Balijipeta
28,543,Vizianagaram,04816,Bobbili,000000,Bobbili
28,543,Vizianagaram,04816,Bobbili,802944,Bobbili (M)
28,543,Vizianagaram,04817,Salur,000000,Salur
28,543,Vizianagaram,04817,Salur,802945,Salur (M)
28,543,Vizianagaram,04818,Pachipenta,000000,Pachipenta
28,543,Vizianagaram,04819,Ramabhadrapuram,000000,Ramabhadrapuram
28,543,Vizianagaram,04820,Badangi,000000,Badangi
28,543,Vizianagaram,04821,Therlam,000000,Therlam
28,543,Vizianagaram,04822,Merakamudidam,000000,Merakamudidam
28,543,Vizianagaram,04823,Dattirajeru,000000,Dattirajeru
28,543,Vizianagaram,04824,Mentada,000000,Mentada
28,543,Vizianagaram,04825,Gajapathinagaram,000000,Gajapathinagaram
28,543,Vizianagaram,04826,Garividi,000000,Garividi
28,543,Vizianagaram,04827,Cheepurupalle,000000,Cheepurupalle
28,543,Vizianagaram,04828,Gurla,000000,Gurla
28,543,Vizianagaram,04829,Bondapalle,000000,Bondapalle
28,543,Vizianagaram,04830,Gantyada,000000,Gantyada
28,543,Vizianagaram,04831,Srungavarapukota,000000,Srungavarapukota
28,543,Vizianagaram,04832,Vepada,000000,Vepada
28,543,Vizianagaram,04833,Lakkavarapukota,000000,Lakkavarapukota
28,543,Vizianagaram,04834,Kothavalasa,000000,Kothavalasa
28,543,Vizianagaram,04835,Jami,000000,Jami
28,543,Vizianagaram,04836,Vizianagaram,000000,Vizianagaram
28,543,Vizianagaram,04836,Vizianagaram,802946,Vizianagaram (M + OG)
28,543,Vizianagaram,04836,Vizianagaram,802946,Vizianagaram (M)
28,543,Vizianagaram,04837,Nellimarla,000000,Nellimarla
28,543,Vizianagaram,04838,Pusapatirega,000000,Pusapatirega
28,543,Vizianagaram,04839,Denkada,000000,Denkada
28,543,Vizianagaram,04840,Bhogapuram,000000,Bhogapuram
28,544,Visakhapatnam,00000,Visakhapatnam,000000,Visakhapatnam
28,544,Visakhapatnam,00000,Visakhapatnam,802947,GVMC
28,544,Visakhapatnam,04841,Munchingi Puttu,000000,Munchingi Puttu
28,544,Visakhapatnam,04842,Peda Bayalu,000000,Peda Bayalu
28,544,Visakhapatnam,04843,Dumbriguda,000000,Dumbriguda
28,544,Visakhapatnam,04844,Araku Valley,000000,Araku Valley
28,544,Visakhapatnam,04845,Ananthagiri,000000,Ananthagiri
28,544,Visakhapatnam,04846,Hukumpeta,000000,Hukumpeta
28,544,Visakhapatnam,04847,Paderu,000000,Paderu
28,544,Visakhapatnam,04848,G.Madugula,000000,G.Madugula
28,544,Visakhapatnam,04849,Chintapalle,000000,Chintapalle
28,544,Visakhapatnam,04850,Gudem Kotha Veedhi,000000,Gudem Kotha Veedhi
28,544,Visakhapatnam,04851,Koyyuru,000000,Koyyuru
28,544,Visakhapatnam,04852,Nathavaram,000000,Nathavaram
28,544,Visakhapatnam,04853,Golugonda,000000,Golugonda
28,544,Visakhapatnam,04854,Narsipatnam,000000,Narsipatnam
28,544,Visakhapatnam,04855,Rolugunta,000000,Rolugunta
28,544,Visakhapatnam,04856,Ravikamatham,000000,Ravikamatham
28,544,Visakhapatnam,04857,Madugula,000000,Madugula
28,544,Visakhapatnam,04858,Cheedikada,000000,Cheedikada
28,544,Visakhapatnam,04859,Devarapalle,000000,Devarapalle
28,544,Visakhapatnam,04860,K.Kotapadu,000000,K.Kotapadu
28,544,Visakhapatnam,04861,Sabbavaram,000000,Sabbavaram
28,544,Visakhapatnam,04861,Sabbavaram,802947,GVMC (Part)
28,544,Visakhapatnam,04862,Pendurthi,000000,Pendurthi
28,544,Visakhapatnam,04862,Pendurthi,802947,GVMC (Part)
28,544,Visakhapatnam,04863,Anandapuram,000000,Anandapuram
28,544,Visakhapatnam,04864,Padmanabham,000000,Padmanabham
28,544,Visakhapatnam,04865,Bheemunipatnam,000000,Bheemunipatnam
28,544,Visakhapatnam,04865,Bheemunipatnam,802948,Bheemunipatnam (M + OG)
28,544,Visakhapatnam,04865,Bheemunipatnam,802948,Bheemunipatnam (M)
28,544,Visakhapatnam,04866,Visakhapatnam (Rural),000000,Visakhapatnam (Rural)
28,544,Visakhapatnam,04866,Visakhapatnam (Rural),802947,GVMC (Part)
28,544,Visakhapatnam,04867,Visakhapatnam (Urban),000000,Visakhapatnam (Urban)
28,544,Visakhapatnam,04867,Visakhapatnam (Urban),802947,GVMC (Part)
28,544,Visakhapatnam,04868,Pedagantyada,000000,Pedagantyada
28,544,Visakhapatnam,04868,Pedagantyada,802947,GVMC (Part)
28,544,Visakhapatnam,04869,Gajuwaka,000000,Gajuwaka
28,544,Visakhapatnam,04869,Gajuwaka,802947,GVMC (Part)
28,544,Visakhapatnam,04870,Paravada,000000,Paravada
28,544,Visakhapatnam,04870,Paravada,802947,GVMC (Part)
28,544,Visakhapatnam,04871,Anakapalle,000000,Anakapalle
28,544,Visakhapatnam,04871,Anakapalle,802949,Anakapalle (M)
28,544,Visakhapatnam,04872,Chodavaram,000000,Chodavaram
28,544,Visakhapatnam,04873,Butchayyapeta,000000,Butchayyapeta
28,544,Visakhapatnam,04874,Kotauratla,000000,Kotauratla
28,544,Visakhapatnam,04875,Makavarapalem,000000,Makavarapalem
28,544,Visakhapatnam,04876,Kasimkota,000000,Kasimkota
28,544,Visakhapatnam,04877,Munagapaka,000000,Munagapaka
28,544,Visakhapatnam,04878,Atchutapuram,000000,Atchutapuram
28,544,Visakhapatnam,04879,Yelamanchili,000000,Yelamanchili
28,544,Visakhapatnam,04880,Nakkapalle,000000,Nakkapalle
28,544,Visakhapatnam,04881,Payakaraopeta,000000,Payakaraopeta
28,544,Visakhapatnam,04882,S.Rayavaram,000000,S.Rayavaram
28,544,Visakhapatnam,04883,Rambilli,000000,Rambilli
28,545,East Godavari,00000,East Godavari,000000,East Godavari
28,545,East Godavari,00000,East Godavari,802952,Rajahmundry (M Corp. + OG)
28,545,East Godavari,00000,East Godavari,802955,Kakinada (M Corp. + OG)
28,545,East Godavari,04884,Maredumilli,000000,Maredumilli
28,545,East Godavari,04885,Devipatnam,000000,Devipatnam
28,545,East Godavari,04886,Y. Ramavaram,000000,Y. Ramavaram
28,545,East Godavari,04887,Addateegala,000000,Addateegala
28,545,East Godavari,04888,Rajavommangi,000000,Rajavommangi
28,545,East Godavari,04889,Kotananduru,000000,Kotananduru
28,545,East Godavari,04890,Tuni,000000,Tuni
28,545,East Godavari,04890,Tuni,802950,Tuni (M)
28,545,East Godavari,04891,Rowthulapudi,000000,Rowthulapudi
28,545,East Godavari,04892,Sankhavaram,000000,Sankhavaram
28,545,East Godavari,04893,Yeleswaram,000000,Yeleswaram
28,545,East Godavari,04894,Gangavaram,000000,Gangavaram
28,545,East Godavari,04895,Rampachodavaram,000000,Rampachodavaram
28,545,East Godavari,04896,Seethanagaram,000000,Seethanagaram
28,545,East Godavari,04897,Gokavaram,000000,Gokavaram
28,545,East Godavari,04898,Jaggampeta,000000,Jaggampeta
28,545,East Godavari,04899,Kirlampudi,000000,Kirlampudi
28,545,East Godavari,04900,Prathipadu,000000,Prathipadu
28,545,East Godavari,04901,Thondangi,000000,Thondangi
28,545,East Godavari,04902,Gollaprolu,000000,Gollaprolu
28,545,East Godavari,04903,Peddapuram,000000,Peddapuram
28,545,East Godavari,04903,Peddapuram,802951,Peddapuram (M)
28,545,East Godavari,04904,Gandepalle,000000,Gandepalle
28,545,East Godavari,04905,Korukonda,000000,Korukonda
28,545,East Godavari,04906,Rajahmundry (Urban),000000,Rajahmundry (Urban)
28,545,East Godavari,04906,Rajahmundry (Urban),802952,Rajahmundry (M Corp. + OG) (Part)
28,545,East Godavari,04906,Rajahmundry (Urban),802952,Rajahmundry (M Corp.)
28,545,East Godavari,04907,Rajahmundry Rural,000000,Rajahmundry Rural
28,545,East Godavari,04907,Rajahmundry Rural,802952,Rajahmundry (M Corp. + OG) (Part)
28,545,East Godavari,04908,Rajanagaram,000000,Rajanagaram
28,545,East Godavari,04909,Rangampeta,000000,Rangampeta
28,545,East Godavari,04910,Samalkota,000000,Samalkota
28,545,East Godavari,04910,Samalkota,802953,Samalkot (M)
28,545,East Godavari,04911,Pithapuram,000000,Pithapuram
28,545,East Godavari,04911,Pithapuram,802954,Pithapuram (M + OG)
28,545,East Godavari,04911,Pithapuram,802954,Pithapuram (M)
28,545,East Godavari,04912,Kothapalle,000000,Kothapalle
28,545,East Godavari,04913,Kakinada (Rural),000000,Kakinada (Rural)
28,545,East Godavari,04913,Kakinada (Rural),802955,Kakinada (M Corp. + OG) (Part)
28,545,East Godavari,04914,Kakinada (Urban),000000,Kakinada (Urban)
28,545,East Godavari,04914,Kakinada (Urban),802955,Kakinada (M Corp. + OG) (Part)
28,545,East Godavari,04914,Kakinada (Urban),802955,Kakinada (M Corp.)
28,545,East Godavari,04915,Pedapudi,000000,Pedapudi
28,545,East Godavari,04916,Biccavolu,000000,Biccavolu
28,545,East Godavari,04917,Anaparthy,000000,Anaparthy
28,545,East Godavari,04918,Kadiam,000000,Kadiam
28,545,East Godavari,04919,Atreyapuram,000000,Atreyapuram
28,545,East Godavari,04920,Mandapeta,000000,Mandapeta
28,545,East Godavari,04920,Mandapeta,802956,Mandapeta (M + OG)
28,545,East Godavari,04920,Mandapeta,802956,Mandapeta (M)
28,545,East Godavari,04921,Rayavaram,000000,Rayavaram
28,545,East Godavari,04922,Karapa,000000,Karapa
28,545,East Godavari,04923,Kajuluru,000000,Kajuluru
28,545,East Godavari,04924,Ramachandrapuram,000000,Ramachandrapuram
28,545,East Godavari,04924,Ramachandrapuram,802957,Ramachandrapuram (M)
28,545,East Godavari,04925,Alamuru,000000,Alamuru
28,545,East Godavari,04926,Ravulapalem,000000,Ravulapalem
28,545,East Godavari,04927,Kothapeta,000000,Kothapeta
28,545,East Godavari,04928,Kapileswarapuram,000000,Kapileswarapuram
28,545,East Godavari,04929,Pamarru,000000,Pamarru
28,545,East Godavari,04930,Thallarevu,000000,Thallarevu
28,545,East Godavari,04931,I. Polavaram,000000,I. Polavaram
28,545,East Godavari,04932,Mummidivaram,000000,Mummidivaram
28,545,East Godavari,04933,Ainavilli,000000,Ainavilli
28,545,East Godavari,04934,P.Gannavaram,000000,P.Gannavaram
28,545,East Godavari,04935,Ambajipeta,000000,Ambajipeta
28,545,East Godavari,04936,Mamidikuduru,000000,Mamidikuduru
28,545,East Godavari,04937,Razole,000000,Razole
28,545,East Godavari,04938,Malikipuram,000000,Malikipuram
28,545,East Godavari,04939,Sakhinetipalle,000000,Sakhinetipalle
28,545,East Godavari,04940,Allavaram,000000,Allavaram
28,545,East Godavari,04941,Amalapuram,000000,Amalapuram
28,545,East Godavari,04941,Amalapuram,802958,Amalapuram (M)
28,545,East Godavari,04942,Uppalaguptam,000000,Uppalaguptam
28,545,East Godavari,04943,Katrenikona,000000,Katrenikona
28,546,West Godavari,00000,West Godavari,000000,West Godavari
28,546,West Godavari,04944,Chintalapudi,000000,Chintalapudi
28,546,West Godavari,04945,Lingapalem,000000,Lingapalem
28,546,West Godavari,04946,T.Narasapuram,000000,T.Narasapuram
28,546,West Godavari,04947,Jeelugu Milli,000000,Jeelugu Milli
28,546,West Godavari,04948,Buttayagudem,000000,Buttayagudem
28,546,West Godavari,04949,Polavaram,000000,Polavaram
28,546,West Godavari,04950,Tallapudi,000000,Tallapudi
28,546,West Godavari,04951,Gopalapuram,000000,Gopalapuram
28,546,West Godavari,04952,Koyyalagudem,000000,Koyyalagudem
28,546,West Godavari,04953,Jangareddigudem,000000,Jangareddigudem
28,546,West Godavari,04954,Kamavarapukota,000000,Kamavarapukota
28,546,West Godavari,04955,Dwarakatirumala,000000,Dwarakatirumala
28,546,West Godavari,04956,Nallajerla,000000,Nallajerla
28,546,West Godavari,04957,Devarapalle,000000,Devarapalle
28,546,West Godavari,04958,Kovvur,000000,Kovvur
28,546,West Godavari,04958,Kovvur,802959,Kovvur (M)
28,546,West Godavari,04959,Chagallu,000000,Chagallu
28,546,West Godavari,04960,Nidadavole,000000,Nidadavole
28,546,West Godavari,04960,Nidadavole,802960,Nidadavole (M)
28,546,West Godavari,04961,Tadepalligudem,000000,Tadepalligudem
28,546,West Godavari,04961,Tadepalligudem,802961,Tadepalligudem (M + OG)
28,546,West Godavari,04961,Tadepalligudem,802961,Tadepalligudem (M)
28,546,West Godavari,04962,Unguturu,000000,Unguturu
28,546,West Godavari,04963,Bhimadole,000000,Bhimadole
28,546,West Godavari,04964,Pedavegi,000000,Pedavegi
28,546,West Godavari,04965,Pedapadu,000000,Pedapadu
28,546,West Godavari,04966,Eluru,000000,Eluru
28,546,West Godavari,04966,Eluru,802962,Eluru (M Corp. + OG)
28,546,West Godavari,04966,Eluru,802962,Eluru (M Corp.)
28,546,West Godavari,04967,Denduluru,000000,Denduluru
28,546,West Godavari,04968,Nidamarru,000000,Nidamarru
28,546,West Godavari,04969,Pentapadu,000000,Pentapadu
28,546,West Godavari,04970,Undrajavaram,000000,Undrajavaram
28,546,West Godavari,04971,Peravali,000000,Peravali
28,546,West Godavari,04972,Tanuku,000000,Tanuku
28,546,West Godavari,04972,Tanuku,802963,Tanuku (M + OG)
28,546,West Godavari,04972,Tanuku,802963,Tanuku (M)
28,546,West Godavari,04973,Attili,000000,Attili
28,546,West Godavari,04974,Ganapavaram,000000,Ganapavaram
28,546,West Godavari,04975,Akividu,000000,Akividu
28,546,West Godavari,04976,Undi,000000,Undi
28,546,West Godavari,04977,Palacoderu,000000,Palacoderu
28,546,West Godavari,04978,Penumantra,000000,Penumantra
28,546,West Godavari,04979,Iragavaram,000000,Iragavaram
28,546,West Godavari,04980,Penugonda,000000,Penugonda
28,546,West Godavari,04981,Achanta,000000,Achanta
28,546,West Godavari,04982,Poduru,000000,Poduru
28,546,West Godavari,04983,Veeravasaram,000000,Veeravasaram
28,546,West Godavari,04984,Bhimavaram,000000,Bhimavaram
28,546,West Godavari,04984,Bhimavaram,802964,Bhimavaram (M + OG)
28,546,West Godavari,04984,Bhimavaram,802964,Bhimavaram (M)
28,546,West Godavari,04985,Kalla,000000,Kalla
28,546,West Godavari,04986,Mogalthur,000000,Mogalthur
28,546,West Godavari,04987,Narasapuram,000000,Narasapuram
28,546,West Godavari,04987,Narasapuram,802965,Narasapur (M)
28,546,West Godavari,04988,Palacole,000000,Palacole
28,546,West Godavari,04988,Palacole,802966,Palacole (M + OG)
28,546,West Godavari,04988,Palacole,802966,Palacole (M)
28,546,West Godavari,04989,Yelamanchili,000000,Yelamanchili
28,547,Krishna,00000,Krishna,000000,Krishna
28,547,Krishna,00000,Krishna,802969,Vijayawada (M Corp. + OG)
28,547,Krishna,04990,Vatsavai,000000,Vatsavai
28,547,Krishna,04991,Jaggayyapeta,000000,Jaggayyapeta
28,547,Krishna,04991,Jaggayyapeta,802967,Jaggaiahpet (M)
28,547,Krishna,04992,Penuganchiprolu,000000,Penuganchiprolu
28,547,Krishna,04993,Nandigama,000000,Nandigama
28,547,Krishna,04994,Veerullapadu,000000,Veerullapadu
28,547,Krishna,04995,Mylavaram,000000,Mylavaram
28,547,Krishna,04996,Gampalagudem,000000,Gampalagudem
28,547,Krishna,04997,Tiruvuru,000000,Tiruvuru
28,547,Krishna,04998,A.Konduru,000000,A.Konduru
28,547,Krishna,04999,Reddigudem,000000,Reddigudem
28,547,Krishna,05000,Vissannapet,000000,Vissannapet
28,547,Krishna,05001,Chatrai,000000,Chatrai
28,547,Krishna,05002,Musunuru,000000,Musunuru
