tablename,statecode,districtcode,tahsilcode,towncode,areaname,figuretype,hh_number,pop_number,size_1,size_2,size_3,size_4,size_5,size_6,size_7-10,size_11-14,size_15+,size_mean
HH01,28,537,4526,0,Sub-district - Saroornagar,Urban,126562,544023,2133,12383,21902,44915,24243,10729,9009,960,288,4.3
HH01,28,537,4527,0,Sub-district - Rajendranagar,Total,64851,303321,981,5590,9832,18400,13696,7610,7649,838,255,4.7
HH01,28,537,4527,0,Sub-district - Rajendranagar,Rural,5447,24333,105,522,876,1719,1114,536,491,63,21,4.5
HH01,28,537,4527,0,Sub-district - Rajendranagar,Urban,59404,278988,876,5068,8956,16681,12582,7074,7158,775,234,4.7
HH01,28,537,4528,0,Sub-district - Moinabad,Total,12670,55209,431,1344,1896,3731,2813,1269,1065,95,26,4.4
HH01,28,537,4528,0,Sub-district - Moinabad,Rural,12670,55209,431,1344,1896,3731,2813,1269,1065,95,26,4.4
HH01,28,537,4528,0,Sub-district - Moinabad,Urban,0,0,0,0,0,0,0,0,0,0,0,0
HH01,28,537,4529,0,Sub-district - Chevella,Total,13182,57723,443,1363,1962,3917,2761,1431,1193,91,21,4.4
HH01,28,537,4529,0,Sub-district - Chevella,Rural,13182,57723,443,1363,1962,3917,2761,1431,1193,91,21,4.4
HH01,28,537,4529,0,Sub-district - Chevella,Urban,0,0,0,0,0,0,0,0,0,0,0,0
HH01,28,537,4530,0,Sub-district - Vicarabad,Total,18079,82648,503,1592,2609,5156,3823,2153,2030,173,40,4.6
HH01,28,537,4530,0,Sub-district - Vicarabad,Rural,7082,32159,212,636,1002,2016,1525,833,777,67,14,4.5
HH01,28,537,4530,0,Sub-district - Vicarabad,Urban,10997,50489,291,956,1607,3140,2298,1320,1253,106,26,4.6
HH01,28,537,4531,0,Sub-district - Dharur,Total,9582,44508,311,908,1294,2390,2139,1239,1159,109,33,4.6
HH01,28,537,4531,0,Sub-district - Dharur,Rural,9582,44508,311,908,1294,2390,2139,1239,1159,109,33,4.6
HH01,28,537,4531,0,Sub-district - Dharur,Urban,0,0,0,0,0,0,0,0,0,0,0,0
HH01,28,537,4532,0,Sub-district - Bantwaram,Total,7631,33015,344,938,1160,1886,1609,923,708,54,9,4.3
HH01,28,537,4532,0,Sub-district - Bantwaram,Rural,7631,33015,344,938,1160,1886,1609,923,708,54,9,4.3
HH01,28,537,4532,0,Sub-district - Bantwaram,Urban,0,0,0,0,0,0,0,0,0,0,0,0
HH01,28,537,4533,0,Sub-district - Peddemul,Total,11092,51803,333,1030,1472,2659,2538,1517,1389,127,27,4.7
HH01,28,537,4533,0,Sub-district - Peddemul,Rural,11092,51803,333,1030,1472,2659,2538,1517,1389,127,27,4.7
HH01,28,537,4533,0,Sub-district - Peddemul,Urban,0,0,0,0,0,0,0,0,0,0,0,0
HH01,28,537,4534,0,Sub-district - Tandur,Total,25077,117681,666,2212,3453,6498,5467,3286,3081,327,87,4.7
HH01,28,537,4534,0,Sub-district - Tandur,Rural,12024,53524,380,1261,1842,3113,2619,1481,1225,85,18,4.5
HH01,28,537,4534,0,Sub-district - Tandur,Urban,13053,64157,286,951,1611,3385,2848,1805,1856,242,69,4.9
HH01,28,537,4535,0,Sub-district - Basheerabad,Total,8754,43332,312,788,1118,1866,1939,1200,1216,227,88,4.9
HH01,28,537,4535,0,Sub-district - Basheerabad,Rural,7435,36636,259,665,963,1593,1652,1015,1039,181,68,4.9
HH01,28,537,4535,0,Sub-district - Basheerabad,Urban,1319,6696,53,123,155,273,287,185,177,46,20,5.1
HH01,28,537,4536,0,Sub-district - Yelal,Total,9456,43986,333,863,1318,2283,2057,1255,1223,102,22,4.7
HH01,28,537,4536,0,Sub-district - Yelal,Rural,9456,43986,333,863,1318,2283,2057,1255,1223,102,22,4.7
HH01,28,537,4536,0,Sub-district - Yelal,Urban,0,0,0,0,0,0,0,0,0,0,0,0
HH01,28,537,4537,0,Sub-district - Doma,Total,9445,47990,299,753,1121,2087,2016,1303,1517,274,75,5.1
HH01,28,537,4537,0,Sub-district - Doma,Rural,9445,47990,299,753,1121,2087,2016,1303,1517,274,75,5.1
HH01,28,537,4537,0,Sub-district - Doma,Urban,0,0,0,0,0,0,0,0,0,0,0,0
HH01,28,537,4538,0,Sub-district - Gandeed,Total,13822,68727,471,1100,1621,3181,3005,1924,2106,317,97,5
HH01,28,537,4538,0,Sub-district - Gandeed,Rural,13822,68727,471,1100,1621,3181,3005,1924,2106,317,97,5
HH01,28,537,4538,0,Sub-district - Gandeed,Urban,0,0,0,0,0,0,0,0,0,0,0,0
HH01,28,537,4539,0,Sub-district - Kulkacharla,Total,13851,67589,412,1149,1777,3179,3150,1939,1886,262,97,4.9
HH01,28,537,4539,0,Sub-district - Kulkacharla,Rural,13851,67589,412,1149,1777,3179,3150,1939,1886,262,97,4.9
HH01,28,537,4539,0,Sub-district - Kulkacharla,Urban,0,0,0,0,0,0,0,0,0,0,0,0
HH01,28,537,4540,0,Sub-district - Pargi,Total,13303,62812,374,1049,1778,3557,2945,1696,1676,180,48,4.7
HH01,28,537,4540,0,Sub-district - Pargi,Rural,13303,62812,374,1049,1778,3557,2945,1696,1676,180,48,4.7
HH01,28,537,4540,0,Sub-district - Pargi,Urban,0,0,0,0,0,0,0,0,0,0,0,0
HH01,28,537,4541,0,Sub-district - Pudur,Total,9565,44578,298,894,1341,2477,2112,1130,1136,127,50,4.7
HH01,28,537,4541,0,Sub-district - Pudur,Rural,9565,44578,298,894,1341,2477,2112,1130,1136,127,50,4.7
HH01,28,537,4541,0,Sub-district - Pudur,Urban,0,0,0,0,0,0,0,0,0,0,0,0
HH01,28,537,4542,0,Sub-district - Shabad,Total,11825,50615,436,1304,1908,3475,2461,1232,921,74,14,4.3
HH01,28,537,4542,0,Sub-district - Shabad,Rural,11825,50615,436,1304,1908,3475,2461,1232,921,74,14,4.3
HH01,28,537,4542,0,Sub-district - Shabad,Urban,0,0,0,0,0,0,0,0,0,0,0,0
HH01,28,537,4543,0,Sub-district - Shamshabad,Total,19479,86466,514,1934,3140,5768,4289,1874,1684,215,61,4.4
HH01,28,537,4543,0,Sub-district - Shamshabad,Rural,11692,51914,341,1154,1778,3339,2742,1164,1018,123,33,4.4
HH01,28,537,4543,0,Sub-district - Shamshabad,Urban,7787,34552,173,780,1362,2429,1547,710,666,92,28,4.4
HH01,28,537,4544,0,Sub-district - Maheswaram,Total,14647,64618,443,1468,2094,4184,3501,1554,1278,103,22,4.4
HH01,28,537,4544,0,Sub-district - Maheswaram,Rural,14647,64618,443,1468,2094,4184,3501,1554,1278,103,22,4.4
HH01,28,537,4544,0,Sub-district - Maheswaram,Urban,0,0,0,0,0,0,0,0,0,0,0,0
HH01,28,537,4545,0,Sub-district - Kandukur,Total,12741,54210,503,1431,1837,3743,2919,1304,948,47,9,4.3
HH01,28,537,4545,0,Sub-district - Kandukur,Rural,12741,54210,503,1431,1837,3743,2919,1304,948,47,9,4.3
HH01,28,537,4545,0,Sub-district - Kandukur,Urban,0,0,0,0,0,0,0,0,0,0,0,0
HH01,28,537,4546,0,Sub-district - Ibrahimpatnam,Total,16346,70961,575,1743,2264,4819,3811,1723,1283,108,20,4.3
HH01,28,537,4546,0,Sub-district - Ibrahimpatnam,Rural,13853,59785,483,1499,1916,4108,3282,1440,1028,81,16,4.3
HH01,28,537,4546,0,Sub-district - Ibrahimpatnam,Urban,2493,11176,92,244,348,711,529,283,255,27,4,4.5
HH01,28,537,4547,0,Sub-district - Manchal,Total,10795,45770,479,1215,1601,2995,2539,1115,798,47,6,4.2
HH01,28,537,4547,0,Sub-district - Manchal,Rural,10795,45770,479,1215,1601,2995,2539,1115,798,47,6,4.2
HH01,28,537,4547,0,Sub-district - Manchal,Urban,0,0,0,0,0,0,0,0,0,0,0,0
HH01,28,537,4548,0,Sub-district - Yacharam,Total,11466,48842,516,1337,1677,3094,2616,1270,895,54,7,4.3
HH01,28,537,4548,0,Sub-district - Yacharam,Rural,11466,48842,516,1337,1677,3094,2616,1270,895,54,7,4.3
HH01,28,537,4548,0,Sub-district - Yacharam,Urban,0,0,0,0,0,0,0,0,0,0,0,0
HH01,28,538,0,0,District - Mahbubnagar,Total,865045,4000181,28774,79345,120162,228337,189755,102725,101670,11128,3149,4.6
HH01,28,538,0,0,District - Mahbubnagar,Rural,740069,3411504,26015,69596,102971,191262,162633,88539,87237,9306,2510,4.6
HH01,28,538,0,0,District - Mahbubnagar,Urban,124976,588677,2759,9749,17191,37075,27122,14186,14433,1822,639,4.7
HH01,28,538,4549,0,Sub-district - Kodangal,Total,10950,53545,332,919,1400,2513,2417,1449,1659,194,67,4.9
HH01,28,538,4549,0,Sub-district - Kodangal,Rural,10950,53545,332,919,1400,2513,2417,1449,1659,194,67,4.9
HH01,28,538,4549,0,Sub-district - Kodangal,Urban,0,0,0,0,0,0,0,0,0,0,0,0
HH01,28,538,4550,0,Sub-district - Bomraspet,Total,10810,55893,327,735,1211,2282,2370,1561,1980,257,87,5.2
HH01,28,538,4550,0,Sub-district - Bomraspet,Rural,10810,55893,327,735,1211,2282,2370,1561,1980,257,87,5.2
HH01,28,538,4550,0,Sub-district - Bomraspet,Urban,0,0,0,0,0,0,0,0,0,0,0,0
HH01,28,538,4551,0,Sub-district - Kosgi,Total,11806,57348,432,947,1465,2747,2545,1632,1781,203,54,4.9
HH01,28,538,4551,0,Sub-district - Kosgi,Rural,11806,57348,432,947,1465,2747,2545,1632,1781,203,54,4.9
HH01,28,538,4551,0,Sub-district - Kosgi,Urban,0,0,0,0,0,0,0,0,0,0,0,0
HH01,28,538,4552,0,Sub-district - Doulathabad,Total,10419,51295,313,861,1317,2349,2230,1475,1619,194,61,4.9
HH01,28,538,4552,0,Sub-district - Doulathabad,Rural,10419,51295,313,861,1317,2349,2230,1475,1619,194,61,4.9
HH01,28,538,4552,0,Sub-district - Doulathabad,Urban,0,0,0,0,0,0,0,0,0,0,0,0
HH01,28,538,4553,0,Sub-district - Damaragidda,Total,10964,57661,322,662,1227,2230,2418,1603,2122,286,94,5.3
HH01,28,538,4553,0,Sub-district - Damaragidda,Rural,10964,57661,322,662,1227,2230,2418,1603,2122,286,94,5.3
HH01,28,538,4553,0,Sub-district - Damaragidda,Urban,0,0,0,0,0,0,0,0,0,0,0,0
HH01,28,538,4554,0,Sub-district - Maddur,Total,13094,66916,345,902,1514,2839,2982,1832,2293,290,97,5.1
HH01,28,538,4554,0,Sub-district - Maddur,Rural,13094,66916,345,902,1514,2839,2982,1832,2293,290,97,5.1
HH01,28,538,4554,0,Sub-district - Maddur,Urban,0,0,0,0,0,0,0,0,0,0,0,0
HH01,28,538,4555,0,Sub-district - Hanwada,Total,11155,54818,350,839,1379,2639,2517,1504,1635,239,53,4.9
HH01,28,538,4555,0,Sub-district - Hanwada,Rural,11155,54818,350,839,1379,2639,2517,1504,1635,239,53,4.9
HH01,28,538,4555,0,Sub-district - Hanwada,Urban,0,0,0,0,0,0,0,0,0,0,0,0
HH01,28,538,4556,0,Sub-district - Nawabpet,Total,10381,51591,326,767,1335,2468,2197,1328,1637,267,56,5
HH01,28,538,4556,0,Sub-district - Nawabpet,Rural,10381,51591,326,767,1335,2468,2197,1328,1637,267,56,5
HH01,28,538,4556,0,Sub-district - Nawabpet,Urban,0,0,0,0,0,0,0,0,0,0,0,0
HH01,28,538,4557,0,Sub-district - Balanagar,Total,15268,66453,636,1559,2299,4107,3497,1738,1315,100,17,4.4
HH01,28,538,4557,0,Sub-district - Balanagar,Rural,15268,66453,636,1559,2299,4107,3497,1738,1315,100,17,4.4
HH01,28,538,4557,0,Sub-district - Balanagar,Urban,0,0,0,0,0,0,0,0,0,0,0,0
HH01,28,538,4558,0,Sub-district - Kondurg,Total,13495,60385,508,1335,1899,3645,2984,1543,1453,102,26,4.5
HH01,28,538,4558,0,Sub-district - Kondurg,Rural,13495,60385,508,1335,1899,3645,2984,1543,1453,102,26,4.5
HH01,28,538,4558,0,Sub-district - Kondurg,Urban,0,0,0,0,0,0,0,0,0,0,0,0
HH01,28,538,4559,0,Sub-district - Farooqnagar,Total,26003,111704,931,2618,4227,8148,5320,2455,2057,206,41,4.3
HH01,28,538,4559,0,Sub-district - Farooqnagar,Rural,15843,66795,705,1713,2558,4704,3364,1509,1192,89,9,4.2
HH01,28,538,4559,0,Sub-district - Farooqnagar,Urban,10160,44909,226,905,1669,3444,1956,946,865,117,32,4.4
HH01,28,538,4560,0,Sub-district - Kothur,Total,15174,64892,505,1654,2408,4520,3249,1568,1182,73,15,4.3
HH01,28,538,4560,0,Sub-district - Kothur,Rural,12664,54536,409,1342,1945,3756,2799,1339,1002,59,13,4.3
HH01,28,538,4560,0,Sub-district - Kothur,Urban,2510,10356,96,312,463,764,450,229,180,14,2,4.1
HH01,28,538,4561,0,Sub-district - Keshampet,Total,10079,42534,487,1132,1554,2843,2258,969,774,51,11,4.2
HH01,28,538,4561,0,Sub-district - Keshampet,Rural,10079,42534,487,1132,1554,2843,2258,969,774,51,11,4.2
HH01,28,538,4561,0,Sub-district - Keshampet,Urban,0,0,0,0,0,0,0,0,0,0,0,0
HH01,28,538,4562,0,Sub-district - Talakondapalle,Total,12315,52751,582,1336,1747,3431,2829,1324,993,61,12,4.3
HH01,28,538,4562,0,Sub-district - Talakondapalle,Rural,12315,52751,582,1336,1747,3431,2829,1324,993,61,12,4.3
HH01,28,538,4562,0,Sub-district - Talakondapalle,Urban,0,0,0,0,0,0,0,0,0,0,0,0
HH01,28,538,4563,0,Sub-district - Amangal,Total,13606,60586,397,1262,1864,3829,3292,1637,1243,66,16,4.5
HH01,28,538,4563,0,Sub-district - Amangal,Rural,13606,60586,397,1262,1864,3829,3292,1637,1243,66,16,4.5
HH01,28,538,4563,0,Sub-district - Amangal,Urban,0,0,0,0,0,0,0,0,0,0,0,0
HH01,28,538,4564,0,Sub-district - Madgul,Total,11232,48593,500,1242,1580,3076,2552,1244,956,63,19,4.3
HH01,28,538,4564,0,Sub-district - Madgul,Rural,11232,48593,500,1242,1580,3076,2552,1244,956,63,19,4.3
HH01,28,538,4564,0,Sub-district - Madgul,Urban,0,0,0,0,0,0,0,0,0,0,0,0
HH01,28,538,4565,0,Sub-district - Veldanda,Total,11258,45702,577,1534,1780,3302,2274,1035,710,43,3,4.1
HH01,28,538,4565,0,Sub-district - Veldanda,Rural,11258,45702,577,1534,1780,3302,2274,1035,710,43,3,4.1
HH01,28,538,4565,0,Sub-district - Veldanda,Urban,0,0,0,0,0,0,0,0,0,0,0,0
HH01,28,538,4566,0,Sub-district - Midjil,Total,12107,51743,569,1324,1801,3522,2610,1207,975,84,15,4.3
HH01,28,538,4566,0,Sub-district - Midjil,Rural,12107,51743,569,1324,1801,3522,2610,1207,975,84,15,4.3
HH01,28,538,4566,0,Sub-district - Midjil,Urban,0,0,0,0,0,0,0,0,0,0,0,0
HH01,28,538,4567,0,Sub-district - Jadcherla,Total,22167,100592,693,2023,3254,6170,4913,2531,2285,224,74,4.5
HH01,28,538,4567,0,Sub-district - Jadcherla,Rural,11532,51319,431,1136,1729,3077,2573,1367,1095,99,25,4.5
HH01,28,538,4567,0,Sub-district - Jadcherla,Urban,10635,49273,262,887,1525,3093,2340,1164,1190,125,49,4.6
HH01,28,538,4568,0,Sub-district - Mahbubnagar,Total,49490,243717,1001,3482,6301,13284,11138,6198,6787,944,355,4.9
HH01,28,538,4568,0,Sub-district - Mahbubnagar,Rural,7901,38434,257,608,1012,1839,1802,1047,1166,132,38,4.9
HH01,28,538,4568,0,Sub-district - Mahbubnagar,Urban,41589,205283,744,2874,5289,11445,9336,5151,5621,812,317,4.9
HH01,28,538,4569,0,Sub-district - Koilkonda,Total,13082,66199,375,897,1471,3058,2901,1839,2180,279,82,5.1
HH01,28,538,4569,0,Sub-district - Koilkonda,Rural,13082,66199,375,897,1471,3058,2901,1839,2180,279,82,5.1
HH01,28,538,4569,0,Sub-district - Koilkonda,Urban,0,0,0,0,0,0,0,0,0,0,0,0
HH01,28,538,4570,0,Sub-district - Narayanpet,Total,18558,96940,437,1243,2059,4000,4112,2744,3284,494,185,5.2
HH01,28,538,4570,0,Sub-district - Narayanpet,Rural,10693,55866,236,708,1213,2292,2341,1617,1904,281,101,5.2
HH01,28,538,4570,0,Sub-district - Narayanpet,Urban,7865,41074,201,535,846,1708,1771,1127,1380,213,84,5.2
HH01,28,538,4571,0,Sub-district - Utkoor,Total,10649,55505,309,755,1225,2012,2320,1708,1952,277,91,5.2
HH01,28,538,4571,0,Sub-district - Utkoor,Rural,10649,55505,309,755,1225,2012,2320,1708,1952,277,91,5.2
HH01,28,538,4571,0,Sub-district - Utkoor,Urban,0,0,0,0,0,0,0,0,0,0,0,0
HH01,28,538,4572,0,Sub-district - Dhanwada,Total,12505,62763,340,862,1553,2933,2773,1719,1957,275,93,5
HH01,28,538,4572,0,Sub-district - Dhanwada,Rural,12505,62763,340,862,1553,2933,2773,1719,1957,275,93,5
HH01,28,538,4572,0,Sub-district - Dhanwada,Urban,0,0,0,0,0,0,0,0,0,0,0,0
HH01,28,538,4573,0,Sub-district - Devarkadra,Total,11574,57783,359,838,1436,2784,2495,1457,1834,313,58,5
HH01,28,538,4573,0,Sub-district - Devarkadra,Rural,11574,57783,359,838,1436,2784,2495,1457,1834,313,58,5
HH01,28,538,4573,0,Sub-district - Devarkadra,Urban,0,0,0,0,0,0,0,0,0,0,0,0
HH01,28,538,4574,0,Sub-district - Bhoothpur,Total,10458,49720,256,811,1418,2673,2411,1378,1331,148,32,4.8
HH01,28,538,4574,0,Sub-district - Bhoothpur,Rural,10458,49720,256,811,1418,2673,2411,1378,1331,148,32,4.8
HH01,28,538,4574,0,Sub-district - Bhoothpur,Urban,0,0,0,0,0,0,0,0,0,0,0,0
HH01,28,538,4575,0,Sub-district - Thimmajipet,Total,8817,40090,300,918,1256,2345,1848,1025,990,104,31,4.5
HH01,28,538,4575,0,Sub-district - Thimmajipet,Rural,8817,40090,300,918,1256,2345,1848,1025,990,104,31,4.5
HH01,28,538,4575,0,Sub-district - Thimmajipet,Urban,0,0,0,0,0,0,0,0,0,0,0,0
HH01,28,538,4576,0,Sub-district - Kalwakurthy,Total,14895,62028,571,1673,2479,4862,2934,1266,1026,65,19,4.2
HH01,28,538,4576,0,Sub-district - Kalwakurthy,Rural,8872,35795,413,1134,1520,2785,1754,702,537,20,7,4
HH01,28,538,4576,0,Sub-district - Kalwakurthy,Urban,6023,26233,158,539,959,2077,1180,564,489,45,12,4.4
HH01,28,538,4577,0,Sub-district - Vangoor,Total,11766,49502,496,1404,1900,3294,2530,1176,908,54,4,4.2
HH01,28,538,4577,0,Sub-district - Vangoor,Rural,11766,49502,496,1404,1900,3294,2530,1176,908,54,4,4.2
HH01,28,538,4577,0,Sub-district - Vangoor,Urban,0,0,0,0,0,0,0,0,0,0,0,0
HH01,28,538,4578,0,Sub-district - Amrabad,Total,12202,49428,784,1640,1943,3284,2580,1105,801,55,10,4.1
HH01,28,538,4578,0,Sub-district - Amrabad,Rural,11105,44945,714,1515,1788,2921,2371,999,740,48,9,4
HH01,28,538,4578,0,Sub-district - Amrabad,Urban,1097,4483,70,125,155,363,209,106,61,7,1,4.1
HH01,28,538,4579,0,Sub-district - Achampet,Total,15578,67596,542,1559,2421,4575,3463,1614,1289,90,25,4.3
HH01,28,538,4579,0,Sub-district - Achampet,Rural,9696,41256,403,1105,1558,2571,2195,1042,778,34,10,4.3
HH01,28,538,4579,0,Sub-district - Achampet,Urban,5882,26340,139,454,863,2004,1268,572,511,56,15,4.5
HH01,28,538,4580,0,Sub-district - Uppununthala,Total,7844,34089,326,905,1157,2208,1600,848,715,67,18,4.3
HH01,28,538,4580,0,Sub-district - Uppununthala,Rural,7844,34089,326,905,1157,2208,1600,848,715,67,18,4.3
HH01,28,538,4580,0,Sub-district - Uppununthala,Urban,0,0,0,0,0,0,0,0,0,0,0,0
HH01,28,538,4581,0,Sub-district - Telkapalle,Total,10820,48194,328,1100,1614,3079,2356,1201,1002,118,22,4.5
HH01,28,538,4581,0,Sub-district - Telkapalle,Rural,10820,48194,328,1100,1614,3079,2356,1201,1002,118,22,4.5
HH01,28,538,4581,0,Sub-district - Telkapalle,Urban,0,0,0,0,0,0,0,0,0,0,0,0
HH01,28,538,4582,0,Sub-district - Tadoor,Total,8785,38156,361,946,1384,2456,1820,912,823,68,15,4.3
HH01,28,538,4582,0,Sub-district - Tadoor,Rural,8785,38156,361,946,1384,2456,1820,912,823,68,15,4.3
HH01,28,538,4582,0,Sub-district - Tadoor,Urban,0,0,0,0,0,0,0,0,0,0,0,0
HH01,28,538,4583,0,Sub-district - Nagarkurnool,Total,16076,74134,442,1487,2371,4549,3338,1789,1789,252,59,4.6
HH01,28,538,4583,0,Sub-district - Nagarkurnool,Rural,10282,47638,304,981,1509,2688,2173,1211,1230,160,26,4.6
HH01,28,538,4583,0,Sub-district - Nagarkurnool,Urban,5794,26496,138,506,862,1861,1165,578,559,92,33,4.6
HH01,28,538,4584,0,Sub-district - Bijinapalle,Total,16143,71718,600,1640,2303,4512,3578,1723,1608,153,26,4.4
HH01,28,538,4584,0,Sub-district - Bijinapalle,Rural,16143,71718,600,1640,2303,4512,3578,1723,1608,153,26,4.4
HH01,28,538,4584,0,Sub-district - Bijinapalle,Urban,0,0,0,0,0,0,0,0,0,0,0,0
HH01,28,538,4585,0,Sub-district - Ghanpur,Total,9780,48061,267,706,1192,2294,2422,1308,1362,170,59,4.9
HH01,28,538,4585,0,Sub-district - Ghanpur,Rural,9780,48061,267,706,1192,2294,2422,1308,1362,170,59,4.9
HH01,28,538,4585,0,Sub-district - Ghanpur,Urban,0,0,0,0,0,0,0,0,0,0,0,0
HH01,28,538,4586,0,Sub-district - Addakal,Total,10579,52268,329,775,1349,2473,2450,1339,1554,234,76,4.9
HH01,28,538,4586,0,Sub-district - Addakal,Rural,10579,52268,329,775,1349,2473,2450,1339,1554,234,76,4.9
HH01,28,538,4586,0,Sub-district - Addakal,Urban,0,0,0,0,0,0,0,0,0,0,0,0
HH01,28,538,4587,0,Sub-district - Chinnachintakunta,Total,10634,50008,382,959,1539,2541,2277,1369,1361,166,40,4.7
HH01,28,538,4587,0,Sub-district - Chinnachintakunta,Rural,9454,44557,340,844,1356,2260,2020,1227,1225,144,38,4.7
HH01,28,538,4587,0,Sub-district - Chinnachintakunta,Urban,1180,5451,42,115,183,281,257,142,136,22,2,4.6
HH01,28,538,4588,0,Sub-district - Narva,Total,9897,48936,293,725,1277,2296,2161,1344,1551,203,47,4.9
HH01,28,538,4588,0,Sub-district - Narva,Rural,9897,48936,293,725,1277,2296,2161,1344,1551,203,47,4.9
HH01,28,538,4588,0,Sub-district - Narva,Urban,0,0,0,0,0,0,0,0,0,0,0,0
HH01,28,538,4589,0,Sub-district - Makthal,Total,14208,71786,353,1006,1791,3066,3212,2031,2344,301,104,5.1
HH01,28,538,4589,0,Sub-district - Makthal,Rural,14208,71786,353,1006,1791,3066,3212,2031,2344,301,104,5.1
HH01,28,538,4589,0,Sub-district - Makthal,Urban,0,0,0,0,0,0,0,0,0,0,0,0
HH01,28,538,4590,0,Sub-district - Maganoor,Total,9353,47773,335,731,1145,1833,1973,1372,1645,234,85,5.1
HH01,28,538,4590,0,Sub-district - Maganoor,Rural,9353,47773,335,731,1145,1833,1973,1372,1645,234,85,5.1
HH01,28,538,4590,0,Sub-district - Maganoor,Urban,0,0,0,0,0,0,0,0,0,0,0,0
HH01,28,538,4591,0,Sub-district - Dharur,Total,13995,65064,350,1248,2108,3413,3125,1797,1801,130,23,4.6
HH01,28,538,4591,0,Sub-district - Dharur,Rural,13995,65064,350,1248,2108,3413,3125,1797,1801,130,23,4.6
HH01,28,538,4591,0,Sub-district - Dharur,Urban,0,0,0,0,0,0,0,0,0,0,0,0
HH01,28,538,4592,0,Sub-district - Atmakur,Total,13044,60313,336,1161,1818,3481,2929,1662,1487,138,32,4.6
HH01,28,538,4592,0,Sub-district - Atmakur,Rural,10454,48884,266,903,1448,2691,2338,1392,1268,118,30,4.7
HH01,28,538,4592,0,Sub-district - Atmakur,Urban,2590,11429,70,258,370,790,591,270,219,20,2,4.4
HH01,28,538,4593,0,Sub-district - Kothakota,Total,16732,79372,457,1290,2146,4505,3789,2075,2201,214,55,4.7
HH01,28,538,4593,0,Sub-district - Kothakota,Rural,12691,60366,363,1009,1623,3324,2853,1587,1712,178,42,4.8
HH01,28,538,4593,0,Sub-district - Kothakota,Urban,4041,19006,94,281,523,1181,936,488,489,36,13,4.7
HH01,28,538,4594,0,Sub-district - Peddamandadi,Total,8120,40036,219,604,985,1981,1819,1072,1249,138,53,4.9
HH01,28,538,4594,0,Sub-district - Peddamandadi,Rural,8120,40036,219,604,985,1981,1819,1072,1249,138,53,4.9
HH01,28,538,4594,0,Sub-district - Peddamandadi,Urban,0,0,0,0,0,0,0,0,0,0,0,0
HH01,28,538,4595,0,Sub-district - Wanaparthy,Total,22518,104039,567,1830,3002,6698,5107,2546,2476,200,92,4.6
HH01,28,538,4595,0,Sub-district - Wanaparthy,Rural,9853,46024,314,854,1282,2566,2272,1202,1221,95,47,4.7
HH01,28,538,4595,0,Sub-district - Wanaparthy,Urban,12665,58015,253,976,1720,4132,2835,1344,1255,105,45,4.6
HH01,28,538,4596,0,Sub-district - Gopalpeta,Total,12344,58415,434,1201,1622,2882,2757,1531,1656,208,53,4.7
HH01,28,538,4596,0,Sub-district - Gopalpeta,Rural,12344,58415,434,1201,1622,2882,2757,1531,1656,208,53,4.7
HH01,28,538,4596,0,Sub-district - Gopalpeta,Urban,0,0,0,0,0,0,0,0,0,0,0,0
HH01,28,538,4597,0,Sub-district - Balmoor,Total,8940,37429,348,1105,1446,2646,1863,826,656,40,10,4.2
HH01,28,538,4597,0,Sub-district - Balmoor,Rural,8940,37429,348,1105,1446,2646,1863,826,656,40,10,4.2
HH01,28,538,4597,0,Sub-district - Balmoor,Urban,0,0,0,0,0,0,0,0,0,0,0,0
HH01,28,538,4598,0,Sub-district - Lingal,Total,7802,33924,333,896,1195,2072,1701,832,687,66,20,4.3
HH01,28,538,4598,0,Sub-district - Lingal,Rural,7802,33924,333,896,1195,2072,1701,832,687,66,20,4.3
HH01,28,538,4598,0,Sub-district - Lingal,Urban,0,0,0,0,0,0,0,0,0,0,0,0
HH01,28,538,4599,0,Sub-district - Peddakothapalle,Total,11907,55891,348,1194,1611,3045,2619,1347,1492,205,46,4.7
HH01,28,538,4599,0,Sub-district - Peddakothapalle,Rural,11907,55891,348,1194,1611,3045,2619,1347,1492,205,46,4.7
HH01,28,538,4599,0,Sub-district - Peddakothapalle,Urban,0,0,0,0,0,0,0,0,0,0,0,0
HH01,28,538,4600,0,Sub-district - Kodair,Total,9772,44720,329,958,1314,2636,2154,1147,1092,107,35,4.6
HH01,28,538,4600,0,Sub-district - Kodair,Rural,9772,44720,329,958,1314,2636,2154,1147,1092,107,35,4.6
HH01,28,538,4600,0,Sub-district - Kodair,Urban,0,0,0,0,0,0,0,0,0,0,0,0
HH01,28,538,4601,0,Sub-district - Pangal,Total,13074,59940,418,1294,1788,3537,2853,1453,1518,166,47,4.6
HH01,28,538,4601,0,Sub-district - Pangal,Rural,13074,59940,418,1294,1788,3537,2853,1453,1518,166,47,4.6
HH01,28,538,4601,0,Sub-district - Pangal,Urban,0,0,0,0,0,0,0,0,0,0,0,0
HH01,28,538,4602,0,Sub-district - Pebbair,Total,15365,68215,531,1529,2168,4319,3423,1724,1549,105,17,4.4
HH01,28,538,4602,0,Sub-district - Pebbair,Rural,15365,68215,531,1529,2168,4319,3423,1724,1549,105,17,4.4
HH01,28,538,4602,0,Sub-district - Pebbair,Urban,0,0,0,0,0,0,0,0,0,0,0,0
